"value_id","Species_SensoryData","common_name","class","source_excel_row","trait","value","value_num","unit","method","substrate","reference","comment","value_origin","qc_status","qc_note"
"SensoryData_r059_interaural_distance_functional","Felis catus","Domestic cat","Mammalia",59,"interaural_distance_functional","258",258,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r059_best_sensitivity","Felis catus","Domestic cat","Mammalia",59,"best_sensitivity","-10",-10,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r059_best_frequency","Felis catus","Domestic cat","Mammalia",59,"best_frequency","8",8,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r059_sound_localization_threshold","Felis catus","Domestic cat","Mammalia",59,"sound_localization_threshold","5.2",5.2,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r059_field_of_best_vision_width","Felis catus","Domestic cat","Mammalia",59,"field_of_best_vision_width","4.9",4.9,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r059_binocular_field","Felis catus","Domestic cat","Mammalia",59,"binocular_field","105",105,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r059_binaural_phase_cue","Felis catus","Domestic cat","Mammalia",59,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r059_binaural_intensity_difference_cue","Felis catus","Domestic cat","Mammalia",59,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r059_trophic_level","Felis catus","Domestic cat","Mammalia",59,"trophic_level","1",1,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r060_visual_acuity_max","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"visual_acuity_max","6.7",6.7,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Lemur catta"
"SensoryData_r060_audible_freq_low_60dBSPL","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"audible_freq_low_60dBSPL","0.092",0.092,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r060_audible_freq_high_60dBSPL","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"audible_freq_high_60dBSPL","65",65,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r060_hearing_range","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"hearing_range","9.46",9.46,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r060_interaural_distance_functional","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"interaural_distance_functional","212",212,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r060_best_sensitivity","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"best_sensitivity","3",3,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r060_best_frequency","Galago senegalensis","Northern lesser galago/ bushbaby","Mammalia",60,"best_frequency","32",32,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r061_visual_acuity_max","Geomys bursarius","Pocket gopher","Mammalia",61,"visual_acuity_max","1.7",1.7,"c/deg","A","","Heffner and Heffner 1992a","ganglion cell density","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Pteropus giganteus"
"SensoryData_r061_audible_freq_low_60dBSPL","Geomys bursarius","Pocket gopher","Mammalia",61,"audible_freq_low_60dBSPL","0.27",0.27,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r061_audible_freq_high_60dBSPL","Geomys bursarius","Pocket gopher","Mammalia",61,"audible_freq_high_60dBSPL","8.7",8.7,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r061_interaural_distance_functional","Geomys bursarius","Pocket gopher","Mammalia",61,"interaural_distance_functional","111",111,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r061_best_sensitivity","Geomys bursarius","Pocket gopher","Mammalia",61,"best_sensitivity","24",24,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r061_best_frequency","Geomys bursarius","Pocket gopher","Mammalia",61,"best_frequency","2",2,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r061_sound_localization_threshold","Geomys bursarius","Pocket gopher","Mammalia",61,"sound_localization_threshold","90",90,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r061_field_of_best_vision_width","Geomys bursarius","Pocket gopher","Mammalia",61,"field_of_best_vision_width","166",166,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r061_binocular_field","Geomys bursarius","Pocket gopher","Mammalia",61,"binocular_field","4",4,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r061_trophic_level","Geomys bursarius","Pocket gopher","Mammalia",61,"trophic_level","5",5,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r062_visual_acuity_max","Giraffa camelopardalis","Giraffe","Mammalia",62,"visual_acuity_max","25.46",25.46,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r063_audible_freq_low_60dBSPL","Hemiechinus auritus","Hedgehog","Mammalia",63,"audible_freq_low_60dBSPL","0.52",0.52,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r063_audible_freq_high_60dBSPL","Hemiechinus auritus","Hedgehog","Mammalia",63,"audible_freq_high_60dBSPL","59.551774050535",59.551774050535,"kHz","","","Koay et al 1998","","digitised_from_figure","ok",""
"SensoryData_r063_interaural_distance_functional","Hemiechinus auritus","Hedgehog","Mammalia",63,"interaural_distance_functional","167",167,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r063_best_sensitivity","Hemiechinus auritus","Hedgehog","Mammalia",63,"best_sensitivity","3",3,"dB","","","Ravizza et al 1969","","published","ok",""
"SensoryData_r063_best_frequency","Hemiechinus auritus","Hedgehog","Mammalia",63,"best_frequency","8",8,"kHz","","","Ravizza et al 1969","","published","ok",""
"SensoryData_r063_sound_localization_threshold","Hemiechinus auritus","Hedgehog","Mammalia",63,"sound_localization_threshold","19",19,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r063_binocular_field","Hemiechinus auritus","Hedgehog","Mammalia",63,"binocular_field","35",35,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r063_binaural_phase_cue","Hemiechinus auritus","Hedgehog","Mammalia",63,"binaural_phase_cue","N",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r063_binaural_intensity_difference_cue","Hemiechinus auritus","Hedgehog","Mammalia",63,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r063_trophic_level","Hemiechinus auritus","Hedgehog","Mammalia",63,"trophic_level","2",2,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r064_visual_acuity_max","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"visual_acuity_max","0.44",0.44,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r064_audible_freq_low_60dBSPL","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"audible_freq_low_60dBSPL","0.065",0.065,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r064_audible_freq_high_60dBSPL","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"audible_freq_high_60dBSPL","11.5",11.5,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r064_interaural_distance_functional","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"interaural_distance_functional","61",61,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r064_best_sensitivity","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"best_sensitivity","35",35,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r064_best_frequency","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"best_frequency","4",4,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r064_sound_localization_threshold","Heterocephalus glaber","Naked mole-rat","Mammalia",64,"sound_localization_threshold","63",63,"deg","","","Heffner et al 1994b","","published","ok",""
"SensoryData_r065_visual_acuity_max","Homo sapiens","Human","Mammalia",65,"visual_acuity_max","64",64,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r065_audible_freq_low_60dBSPL","Homo sapiens","Human","Mammalia",65,"audible_freq_low_60dBSPL","0.031",0.031,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r065_audible_freq_high_60dBSPL","Homo sapiens","Human","Mammalia",65,"audible_freq_high_60dBSPL","17.6",17.6,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r065_hearing_range","Homo sapiens","Human","Mammalia",65,"hearing_range","9.15",9.15,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r065_interaural_distance_functional","Homo sapiens","Human","Mammalia",65,"interaural_distance_functional","875",875,"us","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r065_best_sensitivity","Homo sapiens","Human","Mammalia",65,"best_sensitivity","-10",,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r065_best_frequency","Homo sapiens","Human","Mammalia",65,"best_frequency","4",4,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r065_sound_localization_threshold","Homo sapiens","Human","Mammalia",65,"sound_localization_threshold","1.3",1.3,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r065_field_of_best_vision_width","Homo sapiens","Human","Mammalia",65,"field_of_best_vision_width","0.7",0.7,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r065_binocular_field","Homo sapiens","Human","Mammalia",65,"binocular_field","105",105,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r065_binaural_phase_cue","Homo sapiens","Human","Mammalia",65,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r065_binaural_intensity_difference_cue","Homo sapiens","Human","Mammalia",65,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r065_trophic_level","Homo sapiens","Human","Mammalia",65,"trophic_level","2",2,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r066_visual_acuity_max","Hydrochoerus hydrochaeris","Capybara","Mammalia",66,"visual_acuity_max","5.8",5.8,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r067_visual_acuity_max","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",67,"visual_acuity_max","0.6",0.6,"c/deg","A","air","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Nyctophilus gouldi"
"SensoryData_r067_trophic_level","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",67,"trophic_level","1",1,"ordinal 1-5","","air","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r068_visual_acuity_max","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",68,"visual_acuity_max","0.8",0.8,"c/deg","A","water","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r068_audible_freq_low_60dBSPL","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",68,"audible_freq_low_60dBSPL","-50",-50,"kHz","","water","Koay 1998","","published","ok",""
"SensoryData_r068_audible_freq_high_60dBSPL","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",68,"audible_freq_high_60dBSPL","99.8172529711836",99.8172529711836,"kHz","","water","Koay 1998","red; extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r068_interaural_distance_functional","Inia geoffrensis","Amazon dolphin (boutos)","Mammalia",68,"interaural_distance_functional","79.4072753300762",79.4072753300762,"us","","water","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r069_visual_acuity_max","Lagenorhynchus obliquidens","Pacific white-sided dolphin","Mammalia",69,"visual_acuity_max","5",5,"c/deg","B","","Kirk and Kay 2004","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r070_visual_acuity_max","Lemmus lemmus","Norway lemming","Mammalia",70,"visual_acuity_max","0.83",0.83,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r071_visual_acuity_max","Lemur catta","Ring-tailed lemur","Mammalia",71,"visual_acuity_max","6.7",6.7,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Galago senegalensis"
"SensoryData_r071_audible_freq_low_60dBSPL","Lemur catta","Ring-tailed lemur","Mammalia",71,"audible_freq_low_60dBSPL","0.067",0.067,"kHz","","","Heffner 2004","extrapolated value","published","ok",""
"SensoryData_r071_audible_freq_high_60dBSPL","Lemur catta","Ring-tailed lemur","Mammalia",71,"audible_freq_high_60dBSPL","58",58,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r071_hearing_range","Lemur catta","Ring-tailed lemur","Mammalia",71,"hearing_range","9.76",9.76,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r071_interaural_distance_functional","Lemur catta","Ring-tailed lemur","Mammalia",71,"interaural_distance_functional","280",280,"us","","","Gillette et al. 1973","","published","ok",""
"SensoryData_r071_best_sensitivity","Lemur catta","Ring-tailed lemur","Mammalia",71,"best_sensitivity","3",3,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r071_best_frequency","Lemur catta","Ring-tailed lemur","Mammalia",71,"best_frequency","8",8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r072_visual_acuity_max","Loxodonta africana","African elephant","Mammalia",72,"visual_acuity_max","13.16",13.16,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r073_visual_acuity_max","Lynx lynx","Eurasian lynx","Mammalia",73,"visual_acuity_max","8",8,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r074_visual_acuity_max","Macaca fascicularis","Crab-eating macaque","Mammalia",74,"visual_acuity_max","46",46,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Macaca nemestrina"
"SensoryData_r074_audible_freq_high_60dBSPL","Macaca fascicularis","Crab-eating macaque","Mammalia",74,"audible_freq_high_60dBSPL","42",42,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r074_interaural_distance_functional","Macaca fascicularis","Crab-eating macaque","Mammalia",74,"interaural_distance_functional","410",410,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r074_best_sensitivity","Macaca fascicularis","Crab-eating macaque","Mammalia",74,"best_sensitivity","1",1,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r074_best_frequency","Macaca fascicularis","Crab-eating macaque","Mammalia",74,"best_frequency","1",1,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r075_visual_acuity_max","Macaca fuscata","Japanese macaque","Mammalia",75,"visual_acuity_max","46.8",46.8,"c/deg","","","Heffner and Heffner 1992a","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: species_absent_from_Part1"
"SensoryData_r075_audible_freq_low_60dBSPL","Macaca fuscata","Japanese macaque","Mammalia",75,"audible_freq_low_60dBSPL","0.028",0.028,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r075_audible_freq_high_60dBSPL","Macaca fuscata","Japanese macaque","Mammalia",75,"audible_freq_high_60dBSPL","34.5",34.5,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r075_hearing_range","Macaca fuscata","Japanese macaque","Mammalia",75,"hearing_range","10.29",10.29,"octaves","","","Heffner 2004","","published","ok",""
"SensoryData_r075_interaural_distance_functional","Macaca fuscata","Japanese macaque","Mammalia",75,"interaural_distance_functional","465",465,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r075_best_sensitivity","Macaca fuscata","Japanese macaque","Mammalia",75,"best_sensitivity","5",5,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r075_best_frequency","Macaca fuscata","Japanese macaque","Mammalia",75,"best_frequency","1",1,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r075_sound_localization_threshold","Macaca fuscata","Japanese macaque","Mammalia",75,"sound_localization_threshold","6.8",6.8,"deg","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r075_field_of_best_vision_width","Macaca fuscata","Japanese macaque","Mammalia",75,"field_of_best_vision_width","4.3",4.3,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r075_binocular_field","Macaca fuscata","Japanese macaque","Mammalia",75,"binocular_field","111",111,"deg","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r075_binaural_phase_cue","Macaca fuscata","Japanese macaque","Mammalia",75,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r075_binaural_intensity_difference_cue","Macaca fuscata","Japanese macaque","Mammalia",75,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r075_trophic_level","Macaca fuscata","Japanese macaque","Mammalia",75,"trophic_level","2",2,"ordinal 1-5","","","Heffner and Heffner 1992a","","published","ok",""
"SensoryData_r076_visual_acuity_max","Macaca mulatta","Rhesus macaque","Mammalia",76,"visual_acuity_max","53.6",53.6,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r076_audible_freq_low_60dBSPL","Macaca mulatta","Rhesus macaque","Mammalia",76,"audible_freq_low_60dBSPL","0.0443228891406985",0.0443228891406985,"kHz","","","Koay et al 1998","","digitised_from_figure","ok",""
"SensoryData_r076_audible_freq_high_60dBSPL","Macaca mulatta","Rhesus macaque","Mammalia",76,"audible_freq_high_60dBSPL","42",42,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r076_interaural_distance_functional","Macaca mulatta","Rhesus macaque","Mammalia",76,"interaural_distance_functional","424",424,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r076_best_sensitivity","Macaca mulatta","Rhesus macaque","Mammalia",76,"best_sensitivity","4",4,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r076_best_frequency","Macaca mulatta","Rhesus macaque","Mammalia",76,"best_frequency","8",8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r077_visual_acuity_max","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"visual_acuity_max","46",46,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Macaca fascicularis"
"SensoryData_r077_audible_freq_high_60dBSPL","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"audible_freq_high_60dBSPL","34.5",34.5,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r077_interaural_distance_functional","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"interaural_distance_functional","470",470,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r077_best_sensitivity","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"best_sensitivity","5",5,"dB","","","Heffner 2004","","published","ok",""
"SensoryData_r077_best_frequency","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"best_frequency","1.8",1.8,"kHz","","","Heffner 2004","","published","ok",""
"SensoryData_r077_binaural_phase_cue","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r077_binaural_intensity_difference_cue","Macaca nemestrina","Pig-tailed macaque","Mammalia",77,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 1992b","","published","ok",""
"SensoryData_r078_visual_acuity_max","Macroderma gigas","Australian false vampire bat","Mammalia",78,"visual_acuity_max","1.9",1.9,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r079_visual_acuity_max","Macropus eugenii","Tammar wallaby","Mammalia",79,"visual_acuity_max","2.7",2.7,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Eschrichtius robustus|Phocoena phocoena"
"SensoryData_r080_visual_acuity_max","Macropus fuliginosus","Western grey kangaroo","Mammalia",80,"visual_acuity_max","11.23",11.23,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r081_audible_freq_low_60dBSPL","Marmosa elegans","Mouse opossum","Mammalia",81,"audible_freq_low_60dBSPL","3.8",3.8,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r081_audible_freq_high_60dBSPL","Marmosa elegans","Mouse opossum","Mammalia",81,"audible_freq_high_60dBSPL","80",80,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r081_hearing_range","Marmosa elegans","Mouse opossum","Mammalia",81,"hearing_range","4.3",4.3,"octaves","","","Koay et al 1998","","published","ok",""
"SensoryData_r081_interaural_distance_functional","Marmosa elegans","Mouse opossum","Mammalia",81,"interaural_distance_functional","60",60,"us","","","Koay et al 1998","","published","ok",""
"SensoryData_r081_best_sensitivity","Marmosa elegans","Mouse opossum","Mammalia",81,"best_sensitivity","33",33,"dB","","","Frost & Masterton 1994","","published","ok",""
"SensoryData_r081_best_frequency","Marmosa elegans","Mouse opossum","Mammalia",81,"best_frequency","32",32,"kHz","","","Frost & Masterton 1994","","published","ok",""
"SensoryData_r082_audible_freq_low_60dBSPL","Marmota monax","Groundhog","Mammalia",82,"audible_freq_low_60dBSPL","0.04",0.04,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r082_audible_freq_high_60dBSPL","Marmota monax","Groundhog","Mammalia",82,"audible_freq_high_60dBSPL","27.5",27.5,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r082_interaural_distance_functional","Marmota monax","Groundhog","Mammalia",82,"interaural_distance_functional","290.769726250498",290.769726250498,"us","","","Koay et al 1998","extracted from fig 6","digitised_from_figure","ok",""
"SensoryData_r082_best_sensitivity","Marmota monax","Groundhog","Mammalia",82,"best_sensitivity","21",21,"dB","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r082_best_frequency","Marmota monax","Groundhog","Mammalia",82,"best_frequency","4",4,"kHz","","","Heffner and Heffner 1992","","published","ok",""
"SensoryData_r082_sound_localization_threshold","Marmota monax","Groundhog","Mammalia",82,"sound_localization_threshold","27.8",27.8,"deg","","","Conesa et al 1992","","published","ok",""
"SensoryData_r082_field_of_best_vision_width","Marmota monax","Groundhog","Mammalia",82,"field_of_best_vision_width","90.2",90.2,"deg","","","Heffner et al 2007","","published","ok",""
"SensoryData_r082_binaural_phase_cue","Marmota monax","Groundhog","Mammalia",82,"binaural_phase_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r082_binaural_intensity_difference_cue","Marmota monax","Groundhog","Mammalia",82,"binaural_intensity_difference_cue","Y",,"Y/N","","","Heffner and Heffner 2003","","published","ok",""
"SensoryData_r083_visual_acuity_max","Megaderma lyra","Greater false vampire bat/ ground-gleaning bat","Mammalia",83,"visual_acuity_max","1.5",1.5,"c/deg","A","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree"
"SensoryData_r083_audible_freq_low_60dBSPL","Megaderma lyra","Greater false vampire bat/ ground-gleaning bat","Mammalia",83,"audible_freq_low_60dBSPL","1.7",1.7,"kHz","","","Schmidt et al 1983","","published","ok",""
"SensoryData_r084_audible_freq_low_60dBSPL","Meleagris","Turkey","Mammalia",84,"audible_freq_low_60dBSPL","0.25",0.25,"kHz","","","Heffner 1998","original value is <.25","published","ok",""
"SensoryData_r084_audible_freq_high_60dBSPL","Meleagris","Turkey","Mammalia",84,"audible_freq_high_60dBSPL","7",7,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r084_best_sensitivity","Meleagris","Turkey","Mammalia",84,"best_sensitivity","17",17,"dB","","","Heffner 1998","","published","ok",""
"SensoryData_r084_best_frequency","Meleagris","Turkey","Mammalia",84,"best_frequency","1",1,"kHz","","","Heffner 1998","","published","ok",""
"SensoryData_r085_audible_freq_low_60dBSPL","Melopsittacus undulatus","Budgerigar","Aves",85,"audible_freq_low_60dBSPL","0.077",0.077,"kHz","","","Heffner et al 2016","","published","ok",""
"SensoryData_r085_audible_freq_high_60dBSPL","Melopsittacus undulatus","Budgerigar","Aves",85,"audible_freq_high_60dBSPL","7.6",7.6,"kHz","","","Heffner et al 2016","","published","ok",""
"SensoryData_r085_hearing_range","Melopsittacus undulatus","Budgerigar","Aves",85,"hearing_range","6.6",6.6,"octaves","","","Heffner et al 2016","","published","ok",""
"SensoryData_r085_best_sensitivity","Melopsittacus undulatus","Budgerigar","Aves",85,"best_sensitivity","1.1",1.1,"dB","","","Heffner et al 2016","","published","ok",""
"SensoryData_r085_best_frequency","Melopsittacus undulatus","Budgerigar","Aves",85,"best_frequency","3",3,"kHz","","","Heffner et al 2016","","published","ok",""
"SensoryData_r086_visual_acuity_max","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"visual_acuity_max","1.8",1.8,"c/deg","B","","Veilleaux and Kirk 2014","","published","quarantined_va_offset","VA column quarantined pending re-derivation from Veilleux & Kirk 2014 / Kirk & Kay 2004; offset audit status: agree; value belongs upstream to: Ornithorhynchus anatinus"
"SensoryData_r086_audible_freq_low_60dBSPL","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"audible_freq_low_60dBSPL","0.036",0.036,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r086_audible_freq_high_60dBSPL","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"audible_freq_high_60dBSPL","58",58,"kHz","","","Koay et al 1998","","published","ok",""
"SensoryData_r086_interaural_distance_functional","Meriones unguiculatus","Mongolian gerbil","Mammalia",86,"interaural_distance_functional","87",87,"us","","","Koay et al 1998","","published","ok",""
