"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Geomys knoxjonesi","mass","Body_Mass","g",172.49,172.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geomys personatus","mass","Body_Mass","g",397,397,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geomys pinetis","mass","Body_Mass","g",191.233,175.2,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Geomys texensis","mass","Body_Mass","g",189.76,189.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Geomys tropicalis","mass","Body_Mass","g",350,350,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Georychus capensis","mass","Body_Mass","g",196.476,201.667,8,3,0,FALSE,"Genoud; Kverkova; Wilman","secondary",NA,NA
"Geoxus valdivianus","mass","Body_Mass","g",31.5,31.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus afra","mass","Body_Mass","g",87.877,92.13,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gerbilliscus boehmi","mass","Body_Mass","g",49.36,49.36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus brantsii","mass","Body_Mass","g",90.555,90.555,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Gerbilliscus guineae","mass","Body_Mass","g",102.5,102.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus inclusus","mass","Body_Mass","g",118.5,118.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus kempi","mass","Body_Mass","g",100.83,100.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus leucogaster","mass","Body_Mass","g",102.825,102.825,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbilliscus nigricaudus","mass","Body_Mass","g",123,123,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus phillipsi","mass","Body_Mass","g",127.07,127.07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus robustus","mass","Body_Mass","g",95.99,95.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbilliscus validus","mass","Body_Mass","g",121,121,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillurus paeba","mass","Body_Mass","g",26.605,24,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gerbillurus setzeri","mass","Body_Mass","g",42.2,42.2,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillurus tytonis","mass","Body_Mass","g",30.45,30.45,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillurus vallinus","mass","Body_Mass","g",37.025,37.025,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillus acticola","mass","Body_Mass","g",33.9,33.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus agag","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus amoenus","mass","Body_Mass","g",13.2,13.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus andersoni","mass","Body_Mass","g",31.085,31.085,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillus aquilus","mass","Body_Mass","g",36.02,36.02,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus brockmani","mass","Body_Mass","g",33.43,33.43,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus burtoni","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus cheesmani","mass","Body_Mass","g",28,28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus dongolanus","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus dunni","mass","Body_Mass","g",34.33,34.33,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus famulus","mass","Body_Mass","g",37,37,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus floweri","mass","Body_Mass","g",34.47,34.47,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus garamantis","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus gerbillus","mass","Body_Mass","g",27.37,27.37,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillus gleadowi","mass","Body_Mass","g",25.05,25.05,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Gerbillus grobbeni","mass","Body_Mass","g",35.3,35.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus henleyi","mass","Body_Mass","g",8,8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus hesperinus","mass","Body_Mass","g",36.04,36.04,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus hoogstraali","mass","Body_Mass","g",35.83,35.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus latastei","mass","Body_Mass","g",39.55,39.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus mauritaniae","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus mesopotamiae","mass","Body_Mass","g",20,20,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus muriculus","mass","Body_Mass","g",33.42,33.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus nancillus","mass","Body_Mass","g",35.94,35.94,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus nanus","mass","Body_Mass","g",22.633,25.5,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gerbillus nigeriae","mass","Body_Mass","g",29.7,29.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus occiduus","mass","Body_Mass","g",36.05,36.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus perpallidus","mass","Body_Mass","g",44.35,44.35,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gerbillus poecilops","mass","Body_Mass","g",31.5,31.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus principulus","mass","Body_Mass","g",36.05,36.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus pulvinatus","mass","Body_Mass","g",35.92,35.92,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus pusillus","mass","Body_Mass","g",12.6,12.6,7,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Gerbillus pyramidum","mass","Body_Mass","g",55.98,46.29,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gerbillus rosalinda","mass","Body_Mass","g",33.89,33.89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus syrticus","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus tarabuli","mass","Body_Mass","g",34.81,34.81,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus vivax","mass","Body_Mass","g",23.26,23.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gerbillus watersi","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gibraltar/Forbes Quarry","mass","Body_Mass","g",76000,76000,4,1,1,TRUE,"Weaver","primary",NA,NA
"Giraffa camelopardalis","mass","Body_Mass","g",885912.383,932324.765,7,4,0,FALSE,"Burger; HerculanoHouzel; Wilman; Wimberly","secondary",NA,NA
"Glaucomys sabrinus","mass","Body_Mass","g",170,170,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Glaucomys volans","mass","Body_Mass","g",68.307,67.95,13,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Glauconycteris alboguttata","mass","Body_Mass","g",8.42,8.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris argentata","mass","Body_Mass","g",9.3,9.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris beatrix","mass","Body_Mass","g",6.5,6.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Glauconycteris curryae","mass","Body_Mass","g",8.11,8.11,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris egeria","mass","Body_Mass","g",8.42,8.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris gleni","mass","Body_Mass","g",10.81,10.81,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris humeralis","mass","Body_Mass","g",5.49,5.49,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris kenyacola","mass","Body_Mass","g",7.17,7.17,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris machadoi","mass","Body_Mass","g",8.11,8.11,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris poensis","mass","Body_Mass","g",7.755,7.755,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Glauconycteris superba","mass","Body_Mass","g",8.42,8.42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glauconycteris variegata","mass","Body_Mass","g",11.25,11.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glironia venusta","mass","Body_Mass","g",114,114,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glirulus japonicus","mass","Body_Mass","g",43.995,43.995,5,2,0,FALSE,"Ruf; Wilman","secondary",NA,NA
"Glischropus javanus","mass","Body_Mass","g",5.91,5.91,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glischropus tylopus","mass","Body_Mass","g",4.67,4.67,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Globicephala macrorhynchus","mass","Body_Mass","g",612666.663,725999.99,6,3,0,FALSE,"Burger; Lewitus; Wilman","secondary",NA,NA
"Globicephala melas","mass","Body_Mass","g",930500,930500,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Glossophaga commissarisi","mass","Body_Mass","g",8.9,8.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glossophaga leachii","mass","Body_Mass","g",10.1,10.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glossophaga longirostris","mass","Body_Mass","g",12.207,11.92,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Glossophaga morenoi","mass","Body_Mass","g",8.4,8.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glossophaga soricina","mass","Body_Mass","g",9.879,9.928,8,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Glyphonycteris behnii","mass","Body_Mass","g",11.32,11.32,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glyphonycteris daviesi","mass","Body_Mass","g",18.61,18.61,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glyphonycteris sylvestris","mass","Body_Mass","g",8.91,8.91,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Glyphotes simus","mass","Body_Mass","g",50,50,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Golunda ellioti","mass","Body_Mass","g",58.54,58.54,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Gorilla beringei","mass","Body_Mass","g",126706.298,130000,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Gorilla gorilla","mass","Body_Mass","g",103482.857,105000,28,15,5,TRUE,"Burger; Garwicz; Granatosky; Heldstab; Isler; Lewitus; Powell; RillingInsel; Seymour; Stephan; Stephan_collection; Weaver; Wilman; Wimberly; Zilles","primary; secondary",NA,NA
"Gracilinanus aceramarcae","mass","Body_Mass","g",20.5,20.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus agilis","mass","Body_Mass","g",27.5,29.1,6,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Gracilinanus agricolai","mass","Body_Mass","g",18.9,18.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus dryas","mass","Body_Mass","g",18,18,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus emiliae","mass","Body_Mass","g",7.6,7.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus formosus","mass","Body_Mass","g",18.9,18.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus ignitus","mass","Body_Mass","g",18.9,18.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus marica","mass","Body_Mass","g",23.8,23.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gracilinanus microtarsus","mass","Body_Mass","g",22,22,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Grammomys aridulus","mass","Body_Mass","g",46.77,46.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys buntingi","mass","Body_Mass","g",46.76,46.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys caniceps","mass","Body_Mass","g",46.77,46.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys cometes","mass","Body_Mass","g",44.6,44.6,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Grammomys dolichurus","mass","Body_Mass","g",41.18,41.18,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys dryas","mass","Body_Mass","g",47.48,47.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys gigas","mass","Body_Mass","g",47.05,47.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys ibeanus","mass","Body_Mass","g",41.2,41.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys kuru","mass","Body_Mass","g",46.67,46.67,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys macmillani","mass","Body_Mass","g",36,36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys minnae","mass","Body_Mass","g",36,36,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Grammomys poensis","mass","Body_Mass","g",50.115,50.115,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Grampus griseus","mass","Body_Mass","g",404166.667,4e+05,6,3,0,FALSE,"Burger; Lewitus; Wilman","secondary",NA,NA
"Graomys centralis","mass","Body_Mass","g",65.28,65.28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graomys domorum","mass","Body_Mass","g",102,102,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graomys edithae","mass","Body_Mass","g",40.4,40.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graomys griseoflavus","mass","Body_Mass","g",68.45,68.45,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Graphiurus angolensis","mass","Body_Mass","g",23.96,23.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus christyi","mass","Body_Mass","g",23.83,23.83,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus crassicaudatus","mass","Body_Mass","g",38.22,38.22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus johnstoni","mass","Body_Mass","g",23.96,23.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus kelleni","mass","Body_Mass","g",10.5,10.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus lorraineus","mass","Body_Mass","g",27,27,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus microtis","mass","Body_Mass","g",25.18,25.18,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus monardi","mass","Body_Mass","g",25.05,25.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus murinus","mass","Body_Mass","g",28.493,28,6,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Graphiurus nagtglasii","mass","Body_Mass","g",30,30,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus ocularis","mass","Body_Mass","g",55.367,67.8,6,3,0,FALSE,"Genoud; Ruf; Wilman","secondary",NA,NA
"Graphiurus platyops","mass","Body_Mass","g",46.1,46.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus rupicola","mass","Body_Mass","g",24.53,24.53,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Graphiurus surdus","mass","Body_Mass","g",20.01,20.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Gray-necked species group","mass","Body_Mass","g",808.729,808.729,42,1,0,FALSE,"Isler","secondary",NA,NA
"Gulo gulo","mass","Body_Mass","g",13437.52,12700,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gymnobelideus leadbeateri","mass","Body_Mass","g",142.1,133,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Gymnuromys roberti","mass","Body_Mass","g",97.5,97.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys chinanteco","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys delicatulus","mass","Body_Mass","g",48.29,48.29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys ixtlani","mass","Body_Mass","g",48.29,48.29,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys lepturus","mass","Body_Mass","g",85,85,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys lophurus","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Habromys simulatus","mass","Body_Mass","g",40,40,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hadromys humei","mass","Body_Mass","g",59,59,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hadromys yunnanensis","mass","Body_Mass","g",59,59,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Haeromys margarettae","mass","Body_Mass","g",12.7,12.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Haeromys minahassae","mass","Body_Mass","g",14.7,14.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Haeromys pusillus","mass","Body_Mass","g",10.4,10.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Halichoerus grypus","mass","Body_Mass","g",164386.8,157667,10,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Handleyomys fuscatus","mass","Body_Mass","g",49.5,49.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Handleyomys intectus","mass","Body_Mass","g",60.5,60.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hapalemur alaotrensis","mass","Body_Mass","g",1333.832,1239.75,7,4,0,FALSE,"Burger; Isler; Powell; Wilman","secondary",NA,NA
"Hapalemur aureus","mass","Body_Mass","g",1504.75,1504.75,5,2,0,FALSE,"Powell; Wilman","secondary",NA,NA
"Hapalemur griseus","mass","Body_Mass","g",935,935,10,7,1,TRUE,"Burger; Granatosky; Heldstab; Isler; Powell; Wilman; Wimberly","primary; secondary",NA,NA
"Hapalemur occidentalis","mass","Body_Mass","g",976.355,976.355,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hapalemur simus","mass","Body_Mass","g",1300,1300,5,1,1,TRUE,"Stephan_collection","primary",NA,NA
"Hapalomys delacouri","mass","Body_Mass","g",64.3,64.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hapalomys longicaudatus","mass","Body_Mass","g",70,70,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Haplonycteris fischeri","mass","Body_Mass","g",17.96,17.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Harpiocephalus harpia","mass","Body_Mass","g",14.905,14.905,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Harpiocephalus mordax","mass","Body_Mass","g",16.31,16.31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Harpyionycteris celebensis","mass","Body_Mass","g",104,104,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Harpyionycteris whiteheadi","mass","Body_Mass","g",110.5,110.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heimyscus fumosus","mass","Body_Mass","g",14.25,14.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Helarctos malayanus","mass","Body_Mass","g",45760,45760,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Heliophobius argenteocinereus","mass","Body_Mass","g",169.794,170.255,9,4,0,FALSE,"Burger; Genoud; Kverkova; Wilman","secondary",NA,NA
"Heliosciurus gambianus","mass","Body_Mass","g",295,295,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Heliosciurus mutabilis","mass","Body_Mass","g",390,390,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heliosciurus punctatus","mass","Body_Mass","g",174,174,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heliosciurus rufobrachium","mass","Body_Mass","g",337.833,326,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Heliosciurus ruwenzorii","mass","Body_Mass","g",291,291,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Heliosciurus undulatus","mass","Body_Mass","g",347.33,347.33,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Helogale hirtula","mass","Body_Mass","g",289,289,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Helogale parvula","mass","Body_Mass","g",283.5,283.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hemibelideus lemuroides","mass","Body_Mass","g",1026,1026,6,3,1,TRUE,"Burger; Seymour; Wilman","primary; secondary",NA,NA
"Hemicentetes nigriceps","mass","Body_Mass","g",102.445,102.445,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Hemicentetes semispinosus","mass","Body_Mass","g",110.5,110.5,13,5,2,TRUE,"Burger; Genoud; Stephan; Stephan_collection; Wilman","primary; secondary",NA,NA
"Hemiechinus auritus","mass","Body_Mass","g",250,250,8,4,1,TRUE,"Burger; Genoud; Stephan_collection; Wilman","primary; secondary",NA,NA
"Hemiechinus collaris","mass","Body_Mass","g",141,141,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hemigalus derbyanus","mass","Body_Mass","g",2181.75,2181.75,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hemitragus hylocrius","mass","Body_Mass","g",75000,75000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hemitragus jayakari","mass","Body_Mass","g",23000,23000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hemitragus jemlahicus","mass","Body_Mass","g",52600,52600,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes brachyurus","mass","Body_Mass","g",1853.52,1853.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Herpestes edwardsi","mass","Body_Mass","g",1282.335,1282.335,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes fuscus","mass","Body_Mass","g",1552.37,1552.37,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes ichneumon","mass","Body_Mass","g",4219.99,4219.99,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes javanicus","mass","Body_Mass","g",629.333,611,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Herpestes naso","mass","Body_Mass","g",2999.995,2999.995,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes semitorquatus","mass","Body_Mass","g",1916.01,1916.01,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Herpestes smithii","mass","Body_Mass","g",1493.475,1493.475,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes urva","mass","Body_Mass","g",2111.6,2111.6,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Herpestes vitticollis","mass","Body_Mass","g",2432.795,2432.795,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hesperoptenus blanfordi","mass","Body_Mass","g",6.915,6.915,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hesperoptenus doriae","mass","Body_Mass","g",9.56,9.56,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hesperoptenus gaskelli","mass","Body_Mass","g",13.07,13.07,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hesperoptenus tickelli","mass","Body_Mass","g",16.3,16.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hesperoptenus tomesi","mass","Body_Mass","g",31,31,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heterocephalus glaber","mass","Body_Mass","g",43.316,39.74,12,5,0,FALSE,"Burger; Genoud; HerculanoHouzel; Kverkova; Wilman","secondary",NA,NA
"Heterohyrax brucei","mass","Body_Mass","g",2297.833,2625,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Heteromys anomalus","mass","Body_Mass","g",69.65,69.65,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Heteromys australis","mass","Body_Mass","g",267.5,267.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteromys desmarestianus","mass","Body_Mass","g",74.317,74.65,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Heteromys gaumeri","mass","Body_Mass","g",63.6,63.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteromys nelsoni","mass","Body_Mass","g",54.2,54.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteromys oasicus","mass","Body_Mass","g",83.95,83.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteromys oresterus","mass","Body_Mass","g",74.8,74.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteromys teleus","mass","Body_Mass","g",83.95,83.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteropsomys antillensis","mass","Body_Mass","g",272.28,272.28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Heteropsomys insulans","mass","Body_Mass","g",272.28,272.28,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hexaprotodon liberiensis","mass","Body_Mass","g",158000.58,158000.58,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Hexolobodon phenax","mass","Body_Mass","g",1350.1,1350.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hippocamelus antisensis","mass","Body_Mass","g",68599.35,68599.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Hippocamelus bisulcus","mass","Body_Mass","g",70000.32,70000.32,4,1,0,FALSE,"Wilman","secondary",NA,NA
