"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","value_min","value_max"
"Monodelphis theresa","mass","Body_Mass","g",112,112,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Monodelphis umbristriata","mass","Body_Mass","g",61.54,61.54,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Monodelphis unistriata","mass","Body_Mass","g",55.3,55.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Monodon monoceros","mass","Body_Mass","g",1239164.999,1239164.999,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Monophyllus plethodon","mass","Body_Mass","g",14.855,14.855,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Monophyllus redmani","mass","Body_Mass","g",8.755,8.755,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Monticolomys koopmani","mass","Body_Mass","g",25,25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops brachypterus","mass","Body_Mass","g",16,16,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops condylurus","mass","Body_Mass","g",26.805,27.51,7,4,0,FALSE,"Burger; Genoud; Ruf; Wilman","secondary",NA,NA
"Mops congicus","mass","Body_Mass","g",42.95,42.95,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops demonstrator","mass","Body_Mass","g",18.65,18.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops leucostigma","mass","Body_Mass","g",26.79,26.79,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mops midas","mass","Body_Mass","g",45.22,45.22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops mops","mass","Body_Mass","g",30.95,30.95,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mops nanulus","mass","Body_Mass","g",18.65,18.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops niangarae","mass","Body_Mass","g",18.65,18.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops niveiventer","mass","Body_Mass","g",21.7,21.7,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mops petersoni","mass","Body_Mass","g",18.65,18.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops pumilus","mass","Body_Mass","g",11.535,11.535,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mops sarasinorum","mass","Body_Mass","g",24.17,24.17,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops spurrelli","mass","Body_Mass","g",8.08,8.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops thersites","mass","Body_Mass","g",22,22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mops trevori","mass","Body_Mass","g",18.65,18.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormoops blainvillei","mass","Body_Mass","g",8.8,8.8,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Mormoops magna","mass","Body_Mass","g",11.72,11.72,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormoops megalophylla","mass","Body_Mass","g",15.947,15.81,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mormopterus acetabulosus","mass","Body_Mass","g",11,11,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus beccarii","mass","Body_Mass","g",14.525,14.525,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mormopterus doriae","mass","Body_Mass","g",12.5,12.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus jugularis","mass","Body_Mass","g",11.5,11.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mormopterus kalinowskii","mass","Body_Mass","g",13.44,13.44,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus loriae","mass","Body_Mass","g",7,7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus minutus","mass","Body_Mass","g",13.44,13.44,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus norfolkensis","mass","Body_Mass","g",8,8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus phrudus","mass","Body_Mass","g",13.44,13.44,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mormopterus planiceps","mass","Body_Mass","g",8.8,8.8,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschiola meminna","mass","Body_Mass","g",2688.697,2938.14,6,3,0,FALSE,"Burger; Wilman; Wimberly","secondary",NA,NA
"Moschus anhuiensis","mass","Body_Mass","g",2145.93,2145.93,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschus berezovskii","mass","Body_Mass","g",9000,9000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschus chrysogaster","mass","Body_Mass","g",14500,14500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschus cupreus","mass","Body_Mass","g",2145.93,2145.93,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschus fuscus","mass","Body_Mass","g",12.5,12.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Moschus leucogaster","mass","Body_Mass","g",9572.965,9572.965,5,2,0,FALSE,"Wilman; Wimberly","secondary",NA,NA
"Moschus moschiferus","mass","Body_Mass","g",13000,13000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mosia nigrescens","mass","Body_Mass","g",3.25,3.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mouse lemur","mass","Body_Mass","g",60,60,4,1,0,FALSE,"Burish","review",NA,NA
"Mungos gambianus","mass","Body_Mass","g",1500,1500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mungos mungo","mass","Body_Mass","g",1371.25,1350,8,4,0,FALSE,"10.1002%2Fcne.24349_Table3.tsv; Burger; Wilman; Wimberly","secondary",NA,NA
"Mungotictis decemlineata","mass","Body_Mass","g",650,650,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus atherodes","mass","Body_Mass","g",15600,15600,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus crinifrons","mass","Body_Mass","g",36140.99,36140.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus feae","mass","Body_Mass","g",22000,22000,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus gongshanensis","mass","Body_Mass","g",19906.73,19906.73,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus muntjak","mass","Body_Mass","g",16712.46,16600,6,3,0,FALSE,"Burger; Wilman; Wimberly","secondary",NA,NA
"Muntiacus puhoatensis","mass","Body_Mass","g",19506.63,19506.63,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus putaoensis","mass","Body_Mass","g",19506.63,19506.63,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus reevesi","mass","Body_Mass","g",13500,13500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus rooseveltorum","mass","Body_Mass","g",10762.64,10762.64,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus truongsonensis","mass","Body_Mass","g",19506.63,19506.63,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muntiacus vuquangensis","mass","Body_Mass","g",36690.82,36690.82,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murexechinus melanurus","mass","Body_Mass","g",34.51,34.51,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Murexia longicaudata","mass","Body_Mass","g",206.915,206.915,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Muriculus imberbis","mass","Body_Mass","g",18.5,18.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina aenea","mass","Body_Mass","g",7.38,7.38,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina aurata","mass","Body_Mass","g",5.74,5.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina cyclotis","mass","Body_Mass","g",8.58,8.58,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Murina florium","mass","Body_Mass","g",4.25,4.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina fusca","mass","Body_Mass","g",6.23,6.23,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina grisea","mass","Body_Mass","g",6.58,6.58,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina hilgendorfi","mass","Body_Mass","g",5.92,5.92,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina huttoni","mass","Body_Mass","g",8.2,8.2,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Murina leucogaster","mass","Body_Mass","g",7.55,7.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina puta","mass","Body_Mass","g",6.73,6.73,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina rozendaali","mass","Body_Mass","g",4.55,4.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina ryukyuana","mass","Body_Mass","g",5.92,5.92,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina silvatica","mass","Body_Mass","g",5.92,5.92,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina suilla","mass","Body_Mass","g",3.63,3.63,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina tenebrosa","mass","Body_Mass","g",5.74,5.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Murina tubinaris","mass","Body_Mass","g",5.45,5.45,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Murina ussuriensis","mass","Body_Mass","g",5.74,5.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus baoulei","mass","Body_Mass","g",9.12,9.12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus booduga","mass","Body_Mass","g",13.075,13.075,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mus bufo","mass","Body_Mass","g",9.2,9.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus callewaerti","mass","Body_Mass","g",9.12,9.12,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus caroli","mass","Body_Mass","g",11.25,11.25,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus cervicolor","mass","Body_Mass","g",17.7,17.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus cookii","mass","Body_Mass","g",20.47,20.47,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus crociduroides","mass","Body_Mass","g",28.7,28.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus famulus","mass","Body_Mass","g",22.88,22.88,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus fernandoni","mass","Body_Mass","g",21.82,21.82,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus fragilicauda","mass","Body_Mass","g",13.76,13.76,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus goundae","mass","Body_Mass","g",8.96,8.96,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus haussa","mass","Body_Mass","g",9.18,9.18,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus indutus","mass","Body_Mass","g",6.15,6.15,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus macedonicus","mass","Body_Mass","g",14.56,14.56,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Mus mahomet","mass","Body_Mass","g",10,10,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus mattheyi","mass","Body_Mass","g",9.52,9.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus mayori","mass","Body_Mass","g",20.78,20.78,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus minutoides","mass","Body_Mass","g",7.587,7.587,6,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Mus musculoides","mass","Body_Mass","g",7.115,7.115,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mus musculus","mass","Body_Mass","g",24.362,22.25,59,9,0,FALSE,"Burger; Garwicz; Genoud; HerculanoHouzel; Lewitus; MacLarnon; Ruf; Wilman; Wimberly","secondary",NA,NA
"Mus neavei","mass","Body_Mass","g",9.53,9.53,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus orangiae","mass","Body_Mass","g",9.5,9.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus oubanguii","mass","Body_Mass","g",9.16,9.16,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus pahari","mass","Body_Mass","g",25.73,25.73,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus phillipsi","mass","Body_Mass","g",12.3,12.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus platythrix","mass","Body_Mass","g",27.2,27.2,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mus saxicola","mass","Body_Mass","g",21.4,21.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus setulosus","mass","Body_Mass","g",9.4,9.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus setzeri","mass","Body_Mass","g",6.65,6.65,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus shortridgei","mass","Body_Mass","g",34.6,34.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus sorella","mass","Body_Mass","g",9.5,9.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus sp.","mass","Body_Mass","g",24,24,4,1,1,TRUE,"Finlay","primary",NA,NA
"Mus spicilegus","mass","Body_Mass","g",14,14,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus spretus","mass","Body_Mass","g",17.3,17.3,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Mus tenellus","mass","Body_Mass","g",9.48,9.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus terricolor","mass","Body_Mass","g",9,9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus triton","mass","Body_Mass","g",13.55,13.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mus vulcani","mass","Body_Mass","g",20.2,20.2,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Muscardinus avellanarius","mass","Body_Mass","g",25.023,25.5,8,4,0,FALSE,"Genoud; Ruf; Wilman; Wimberly","secondary",NA,NA
"Musonycteris harrisoni","mass","Body_Mass","g",13.37,13.37,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela africana","mass","Body_Mass","g",536.99,536.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela altaica","mass","Body_Mass","g",180.5,180.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mustela erminea","mass","Body_Mass","g",161.548,156.43,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mustela eversmanii","mass","Body_Mass","g",1148.105,1148.105,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Mustela felipei","mass","Body_Mass","g",211.3,211.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela frenata","mass","Body_Mass","g",179,165,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mustela itatsi","mass","Body_Mass","g",57,57,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela kathiah","mass","Body_Mass","g",208.08,208.08,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela lutreola","mass","Body_Mass","g",515,515,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mustela lutreolina","mass","Body_Mass","g",622.3,622.3,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mustela nigripes","mass","Body_Mass","g",859.667,850,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mustela nivalis","mass","Body_Mass","g",80.293,77,12,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mustela nudipes","mass","Body_Mass","g",500,500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela putorius","mass","Body_Mass","g",1062.874,915.37,9,5,0,FALSE,"10.1002%2Fcne.24349_Table3.tsv; Burger; Genoud; Lewitus; Wilman","secondary",NA,NA
"Mustela putorius furo","mass","Body_Mass","g",1800,1800,4,1,0,FALSE,"Garwicz","secondary",NA,NA
"Mustela sibirica","mass","Body_Mass","g",400,400,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mustela strigidorsa","mass","Body_Mass","g",1500,1500,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela subpalmata","mass","Body_Mass","g",350.52,350.52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mustela vison","mass","Body_Mass","g",915.444,951.333,8,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Mydaus javanensis","mass","Body_Mass","g",2505,2505,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mydaus marchei","mass","Body_Mass","g",1414.1,1414.1,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Mylomys dybowskii","mass","Body_Mass","g",114.4,114.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Mylomys rex","mass","Body_Mass","g",114.4,114.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myocastor coypus","mass","Body_Mass","g",5000,5000,7,4,1,TRUE,"Burger; Genoud; Heffner; Wilman","primary; secondary",NA,NA
"Myodes andersoni","mass","Body_Mass","g",24,24,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes californicus","mass","Body_Mass","g",18.3,18.3,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myodes centralis","mass","Body_Mass","g",24,24,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes gapperi","mass","Body_Mass","g",20.068,19.83,13,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myodes glareolus","mass","Body_Mass","g",20.071,20.73,15,4,0,FALSE,"Burger; Genoud; Wilman; Wimberly","secondary",NA,NA
"Myodes imaizumii","mass","Body_Mass","g",24,24,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes regulus","mass","Body_Mass","g",29.84,29.84,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes rex","mass","Body_Mass","g",24,24,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes rufocanus","mass","Body_Mass","g",33.335,36.43,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myodes rutilus","mass","Body_Mass","g",21.847,19.94,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myodes shanseius","mass","Body_Mass","g",29.22,29.22,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myodes smithii","mass","Body_Mass","g",34.94,34.94,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myoictis melas","mass","Body_Mass","g",145.5,145.5,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myoictis wallacii","mass","Body_Mass","g",200,200,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomimus personatus","mass","Body_Mass","g",37.48,37.48,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomimus roachi","mass","Body_Mass","g",36.99,36.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomimus setzeri","mass","Body_Mass","g",37.74,37.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomyscus angolensis","mass","Body_Mass","g",52.89,52.89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomyscus brockmani","mass","Body_Mass","g",41,41,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomyscus verreauxii","mass","Body_Mass","g",41,41,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myomyscus yemeni","mass","Body_Mass","g",52.7,52.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myonycteris brachycephala","mass","Body_Mass","g",53.39,53.39,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myonycteris relicta","mass","Body_Mass","g",52,52,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myonycteris torquata","mass","Body_Mass","g",39.315,39.315,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myoprocta acouchy","mass","Body_Mass","g",757,757,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myoprocta pratti","mass","Body_Mass","g",966.73,966.73,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myopterus daubentonii","mass","Body_Mass","g",23.62,23.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myopterus whitleyi","mass","Body_Mass","g",11.5,11.5,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myopus schisticolor","mass","Body_Mass","g",28.3,26.4,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myosciurus pumilio","mass","Body_Mass","g",165,165,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex babaulti","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex blarina","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex cafer","mass","Body_Mass","g",13.4,13.4,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex eisentrauti","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex geata","mass","Body_Mass","g",9.35,9.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex kihaulei","mass","Body_Mass","g",12.1,12.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex longicaudatus","mass","Body_Mass","g",12.98,12.98,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex okuensis","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex rumpii","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex schalleri","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex sclateri","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex tenuis","mass","Body_Mass","g",10.35,10.35,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myosorex varius","mass","Body_Mass","g",12.76,12.76,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myosorex zinki","mass","Body_Mass","g",12.1,12.1,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myospalax aspalax","mass","Body_Mass","g",237.75,237.75,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myospalax myospalax","mass","Body_Mass","g",225,225,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myospalax psilurus","mass","Body_Mass","g",259.21,259.21,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis","mass","Body_Mass","g",30,30,4,1,1,TRUE,"Heffner","primary",NA,NA
"Myotis abei","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis adversus","mass","Body_Mass","g",9.867,10.55,6,3,0,FALSE,"Burger; Ruf; Wilman","secondary",NA,NA
"Myotis aelleni","mass","Body_Mass","g",7.26,7.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis albescens","mass","Body_Mass","g",4.65,4.65,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis alcathoe","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis altarium","mass","Body_Mass","g",11,11,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis anjouanensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis annamiticus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis annectans","mass","Body_Mass","g",9.8,9.8,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis atacamensis","mass","Body_Mass","g",6.77,6.77,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ater","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis auriculus","mass","Body_Mass","g",36.99,36.99,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis australis","mass","Body_Mass","g",5.62,5.62,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis austroriparius","mass","Body_Mass","g",7.17,7.17,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myotis bechsteinii","mass","Body_Mass","g",9.207,9.15,7,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myotis blythii","mass","Body_Mass","g",22.47,22.47,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis bocagii","mass","Body_Mass","g",7.615,7.615,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis bombinus","mass","Body_Mass","g",9.46,9.46,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis brandtii","mass","Body_Mass","g",5.3,5.3,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis bucharensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis californicus","mass","Body_Mass","g",4.6,4.6,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis capaccinii","mass","Body_Mass","g",7.44,7.44,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis chiloensis","mass","Body_Mass","g",6.265,6.265,5,2,0,FALSE,"Genoud; Wilman","secondary",NA,NA
"Myotis chinensis","mass","Body_Mass","g",42,42,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis ciliolabrum","mass","Body_Mass","g",4.89,4.89,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis cobanensis","mass","Body_Mass","g",7.26,7.26,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis csorbai","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis dasycneme","mass","Body_Mass","g",14.565,14.565,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis daubentonii","mass","Body_Mass","g",7.727,7.75,6,3,0,FALSE,"Burger; Genoud; Wilman","secondary",NA,NA
"Myotis davidii","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis dominicensis","mass","Body_Mass","g",5.9,5.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis elegans","mass","Body_Mass","g",4.05,4.05,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis emarginatus","mass","Body_Mass","g",7.66,7.66,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis evotis","mass","Body_Mass","g",6.7,6.7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis fimbriatus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis findleyi","mass","Body_Mass","g",5.9,5.9,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis formosus","mass","Body_Mass","g",7,7,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis fortidens","mass","Body_Mass","g",4.35,4.35,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
"Myotis frater","mass","Body_Mass","g",7.55,7.55,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis gomantongensis","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis goudoti","mass","Body_Mass","g",5.56,5.56,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis grisescens","mass","Body_Mass","g",10.54,10.54,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis hajastanicus","mass","Body_Mass","g",7.74,7.74,4,1,0,FALSE,"Wilman","secondary",NA,NA
"Myotis hasseltii","mass","Body_Mass","g",8.125,8.125,5,2,0,FALSE,"Burger; Wilman","secondary",NA,NA
