CHECK,KEY,Genus,Species,Brain Vol,BV SD,Brain Mass,BM SD,Body,Body SD,Sex,N,Age,Reference,Source,Notes
0,Macaca_mulatta,Macaca,mulatta,,,75,,1079,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,73,,1105,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,74,,1106,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1106,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,87,,1173,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,67,,1175,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,82,,1180,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,73,,1187,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,89,,1207,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,64,,1248,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,90,,1250,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,76,,1275,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,95,,1325,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,81.5,,1327,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,71,,1342,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,67,,1344,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,80,,1350,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,73,,1353,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1388,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,77,,1400,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,82,,1461,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,92,,1535,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,82,,1551,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,74,,1602,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1621,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,77,,1626,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,77,,1656,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,83,,1667,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,78.5,,1672,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,81,,1685,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,87,,1735,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,78,,1747,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,83,,1749,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1760,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,86,,1900,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,92,,1905,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,86,,1928,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,1942,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,87,,2000,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,73,,2020,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,98,,2025.5,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,80,,2045,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,86,,2072,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,82,,2180,,NA,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,79,,2286,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,92.5,,2620,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,81,,3079,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,93,,5190,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,72,,,,M,1,NA,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,61,,1880,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_mulatta,Macaca,mulatta,,,93,,7800,,NA,1,Adult,47,Stephan 1981,
0,Macaca_mulatta,Macaca,mulatta,,,100.8,,3845,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,83.1,,1752,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,82,,2634,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,81,,1860,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,80.2,,2625,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,78.9,,1985,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,78.4,,1420,,NA,1,Not Adult,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,105.7,,,,NA,1,NA,47,Warncke 1908,
0,Macaca_mulatta,Macaca,mulatta,,,97,,,,NA,1,NA,47,Warncke 1908,
0,Macaca_mulatta,,,88.29567492061834,,91.4743192177606,,6737.792682926829,,,103,Adult,48,Isler et al 2008,
0,Macaca_nemestrina,Macaca,nemestrina,,,82.5,,830,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nemestrina,Macaca,nemestrina,,,88,,1334,,F,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nemestrina,Macaca,nemestrina,,,100,,2720,,F,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nemestrina,Macaca,nemestrina,,,103.5,,3085,,F,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nemestrina,Macaca,nemestrina,,,117.5,,7710,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nemestrina,Macaca,nemestrina,,,103,,2287,,F,1,Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,95,,3100,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,100,,3580,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,118,,4590,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,119,,5610,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,105,,6620,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,128,,8500,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,122,,8610,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,113,,,,M,1,NA,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,84,,,,F,1,NA,47,Spitzka 1903,
0,Macaca_nemestrina,Macaca,nemestrina,,,117,,6625,,NA,1,Adult,47,Warncke 1908,
0,Macaca_nemestrina,,,106.04192006223164,,109.859429184472,,9049.1,,,22,Adult,48,Isler et al 2008,
0,Macaca_nigra,Macaca,nigra,,,77,,1247,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Macaca_nigra,Macaca,nigra,,,97.5,,3452,,F,1,Adult,47,Hrdlicka 1925,
0,Macaca_nigra,Macaca,nigra,,,79.5,,1410,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nigra,Macaca,nigra,,,92.5,,1814,,F,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nigra,Macaca,nigra,,,112.3,,2950,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nigra,Macaca,nigra,,,110,,3402,,M,1,Juvenile,47,Hrdlicka 1925,
0,Macaca_nigra,Macaca,nigra,,,107,,5490,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nigra,Macaca,nigra,,,109,,6350,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_nigra,Macaca,nigra,,,96,,,,F,1,NA,47,Spitzka 1903,
0,Macaca_nigra,,,86.33333333333333,,89.44133333333333,,7700,,,3,Adult,48,Isler et al 2008,
0,Macaca_radiata,,,76.70509023962853,,79.46647348825516,,5493.555555555556,,,9,Adult,48,Isler et al 2008,
0,Macaca_silenus,,,80,,82.88,,,,,1,Adult,48,Isler et al 2008,
0,Macaca_sinica,Macaca,sinica,,,87.5,,3855,,M,1,Adult,47,Hrdlicka 1925,emaciated
0,Macaca_sinica,Macaca,sinica,,,58,,703,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,68,,848,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,60,,1190,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,57.5,,1262,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,75,,1340,,M,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,72,,1357,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,64,,1403,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,62,,1801,,F,1,Not Adult,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,70,,,,F,1,NA,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,67,,,,NA,1,NA,47,Spitzka 1903,
0,Macaca_sinica,Macaca,sinica,,,60.1,,2220,,NA,1,Adult,47,Warncke 1908,
0,Macaca_sinica,Macaca,sinica,,,56.2,,1720,,NA,1,Adult,47,Warncke 1908,
0,Macaca_sinica,Macaca,sinica,,,54.2,,724.5,,NA,1,Juvenile,47,Warncke 1908,
0,Macaca_sinica,Macaca,sinica,,,65,,1564,,NA,1,Juvenile,47,Warncke 1908,
0,Macaca_sinica,,,72.82658072161924,,75.44833762759754,,5890.6,,,13,Adult,48,Isler et al 2008,
0,Macaca_sylvanus,Macaca,sylvanus,,,87.7,,11200,,NA,1,Adult,47,Warncke 1908,
0,Macaca_sylvanus,,,95.8469147471367,,99.29740367803362,,9000,,,5,Adult,48,Isler et al 2008,
0,Mandrillus_leucophaeus,,,179.5,,185.962,,,,,2,Adult,48,Isler et al 2008,
SP.,Mandrillus_sp.,Mandrillus,sp.,,,160,,7000,,NA,1,Juvenile,47,Warncke 1908,
SP.,Mandrillus_sp.,Mandrillus,sp.,,,133.2,,4135,,NA,1,Juvenile,47,Warncke 1908,
SP.,Mandrillus_sp.,Mandrillus,sp.,,,122,,1995,,NA,1,Juvenile,47,Warncke 1908,
SP.,Mandrillus_sp.,Mandrillus,sp.,,,116,,2252,,NA,1,Juvenile,47,Warncke 1908,
0,Mandrillus_sphinx,Mandrillus,sphinx,,,159.2,,11500,,F,1,Adult,47,Sherwood,
0,Mandrillus_sphinx,,,156.8942291666667,,162.54242141666668,,38500,,,24,Adult,48,Isler et al 2008,
0,Microcebus_murinus,Microcebus,murinus,1.9,,1.9684,,,,NA,1,NA,47,Haug 1987,
0,Microcebus_murinus,Microcebus,murinus,,,1.78,,54,,NA,6,Adult,47,Stephan 1981,
0,Microcebus_murinus,Microcebus,murinus,,,1.9,,62,,NA,1,Adult,47,Warncke 1908,
0,Microcebus_murinus,,,1.6307254117647056,,1.6894315265882351,,,,,17,Adult,48,Isler et al 2008,
0,Microcebus_rufus,,,1.7164016666666668,,1.7781921266666667,,85,,,9,Adult,48,Isler et al 2008,
SP.,Microcebus_sp.,Microcebus,sp.,,,1.9,,62,,NA,1,NA,47,Campell (Clark 1959),
0,Mirza_coquereli,,,5.795875250000001,,6.004526759000001,,,,,8,Adult,48,Isler et al 2008,
0,Nasalis_larvatus,Nasalis,larvatus,,,97,,14000,,NA,1,NA,47,Stephan 1981,
0,Nasalis_larvatus,,,92.86814927423092,,96.21140264810325,,14952.432432432432,,,45,Adult,48,Isler et al 2008,
0,Nomascus_gabriellae,,,118.66666666666669,,122.93866666666668,,,,,6,Adult,48,Isler et al 2008,
0,Nycticebus_bengalensis,,,13.491754218290517,,13.977457370148974,,850,,,4,Adult,48,Isler et al 2008,
0,Nycticebus_coucang,Nycticebus,coucang,,,7.88,,965,,NA,1,Adult,47,Glendenning 1998,
0,Nycticebus_coucang,Nycticebus,coucang,,,13.6,,885,,M,1,Adult,47,Sherwood,
0,Nycticebus_coucang,Nycticebus,coucang,,,12,,612,,M,1,Not Adult,47,Spitzka 1903,
0,Nycticebus_coucang,Nycticebus,coucang,,,12.5,,800,,NA,2,Adult,47,Stephan 1981,
0,Nycticebus_coucang,Nycticebus,coucang,,,14.4,,572,,NA,1,Adult,47,Warncke 1908,
0,Nycticebus_coucang,Nycticebus,coucang,,,10.5,,365,,NA,1,Adult,47,Warncke 1908,
0,Nycticebus_coucang,Nycticebus,coucang,,,5.5,,335.5,,NA,1,Juvenile,47,Warncke 1908,
0,Nycticebus_coucang,,,10.130304211197666,,10.494995162800782,,628.5333333333333,,,30,Adult,48,Isler et al 2008,
0,Nycticebus_pygmaeus,Nycticebus,pygmaeus,,,7.8,,480,,F,1,Adult,47,Sherwood,
0,Nycticebus_pygmaeus,,,7.229011833333335,,7.4892562593333345,,,,,6,Adult,48,Isler et al 2008,
0,Otolemur_crassicaudatus,Otolemur,crassicaudatus,,,10.3,,850,,NA,2,Not Adult,47,Stephan 1981,
0,Otolemur_crassicaudatus,,,11.77750483777798,,12.201495011937988,,1013.375,,,15,Adult,48,Isler et al 2008,
0,Otolemur_garnettii,,,10.848495529768568,,11.239041368840237,,1188,,,29,Adult,48,Isler et al 2008,
0,Pan_paniscus,Pan,paniscus,311.2,11,322.4032,11.396,45400,7800,M&F,4,Adult,47,Rilling 1999,"2 males, 2 females; CRC Handbook: Age class estimated from body mass"
0,Pan_paniscus,Pan,paniscus,,,337,,34000,,F,1,Adult,47,Sherwood,
0,Pan_paniscus,,,344.3,,356.69480000000004,,,,,10,Adult,48,Isler et al 2008,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,325,,43990,,F,1,Adult,47,Crile & Quiring 1940,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,440,,56690,,M,1,Adult,47,Crile & Quiring 1940,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,433,,448.588,,,,NA,1,NA,47,Haug 1987,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,341,,188250,,M,1,Adult,47,Hrdlicka 1925,preservative
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,402,,188250,,M,1,Adult,47,Hrdlicka 1925,preservative
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,337.5,,5415,,M,1,Juvenile,47,Hrdlicka 1925,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,337.3,15.8,349.4428,16.3688,55400,6500,M&F,6,Adult,47,Rilling 1999,"3 males, 3 females; Age class estimated from body mass"
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,377.2,,49450,,M,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,314.3,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,229.2,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,343.9,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,364.6,,49450,,M,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,384,,49450,,M,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,348.1,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,327.8,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,332.9,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,312.9,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,341.2,,49450,,M,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,407.5,,40300,,F,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,395.3,,49450,,M,1,Adult,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,355,,,,M,1,NA,47,Sherwood,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,318,,5490,,M,1,Juvenile,47,Spitzka 1903,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,302,,5560,,F,1,Juvenile,47,Spitzka 1903,
0,Pan_troglodytes_troglodytes,Pan,troglodytes,,,405,,46000,,NA,1,Adult,47,Stephan 1981,
0,Pan_troglodytes_troglodytes,,,367.57497264766954,,380.8076716629857,,39308.25,,,115,Adult,48,Isler et al 2008,
0,Papio_anubis,Papio,anubis,,,148,9.7,12900,3160,F,5,Adult,47,Bronson 1981,
0,Papio_anubis,Papio,anubis,,,174.7,17.4,16060,3770,M,15,Adult,47,Bronson 1981,
0,Papio_anubis,Papio,anubis,184,,190.624,,,,NA,1,NA,47,Haug 1987,
0,Papio_anubis,Papio,anubis,,,182,,4990,,M,1,Adult,47,Hrdlicka 1925,
0,Papio_anubis,Papio,anubis,,,161,,5445,,F,1,Adult,47,Hrdlicka 1925,
0,Papio_anubis,Papio,anubis,,,212.7,,6810,,M,1,Adult,47,Hrdlicka 1925,
0,Papio_anubis,Papio,anubis,,,174.3,,25600,,M,1,Adult,47,Sherwood,
0,Papio_anubis,Papio,anubis,,,137.2,,,,M,1,NA,47,Sherwood,
0,Papio_anubis,Papio,anubis,,,152,,5000,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_anubis,Papio,anubis,,,167,,,,NA,1,NA,47,Spitzka 1903,
0,Papio_anubis,Papio,anubis,,,201,,25000,,NA,2,Adult,47,Stephan 1981,
0,Papio_anubis,,,168.63834021263398,,174.7093204602888,,21366.42105263158,,,37,Adult,48,Isler et al 2008,
0,Papio_cynocephalus,Papio,cynocephalus,,,175,,19510,,M,1,Not Adult,47,Crile & Quiring 1940,
0,Papio_cynocephalus,Papio,cynocephalus,,,140,,7900,,F,1,Juvenile,47,Crile & Quiring 1940,
0,Papio_cynocephalus,Papio,cynocephalus,,,172,,7485,,M,1,Adult,47,Hrdlicka 1925,emaciated
0,Papio_cynocephalus,Papio,cynocephalus,,,162,,5443,,F,1,Adult,47,Hrdlicka 1925,
0,Papio_cynocephalus,Papio,cynocephalus,,,179.5,,10546,,M,1,Adult,47,Hrdlicka 1925,
0,Papio_cynocephalus,Papio,cynocephalus,,,153.2,,3900,,M,1,Juvenile,47,Hrdlicka 1925,
0,Papio_cynocephalus,Papio,cynocephalus,,,148,,10200,,F,1,Juvenile,47,Hrdlicka 1925,
0,Papio_cynocephalus,Papio,cynocephalus,143.3,15.9,148.4588,16.4724,21900,1300,M,2,Adult,47,Rilling 1999,2 males
0,Papio_cynocephalus,Papio,cynocephalus,,,197,,,,NA,1,NA,47,Warncke 1908,
0,Papio_cynocephalus,Papio,cynocphalus,,,109,,1545,,M,1,Not Adult,47,Spitzka 1903,
0,Papio_cynocephalus,Papio,cynocphalus,,,135,,2235,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_cynocephalus,Papio,cynocphalus,,,128,,2414,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_cynocephalus,Papio,cynocphalus,,,148,,3175,,M,1,Not Adult,47,Spitzka 1903,
0,Papio_cynocephalus,Papio,cynocphalus,,,167,,3340,,M,1,Not Adult,47,Spitzka 1903,
0,Papio_cynocephalus,,,165.0352465112024,,170.9765153856057,,19786.133333333335,,,25,Adult,48,Isler et al 2008,
0,Papio_hamadryas,Papio,hamadryas,,,142,,12020,,M,1,Adult,47,Hrdlicka 1925,
0,Papio_hamadryas,Papio,hamadryas,,,108,,1490,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,112,,1572,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,136,,1678,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,114,,1692,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,153,,3332,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,104,,3581,,F,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,199,,10230,,M,1,Not Adult,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,96,,1100,,NA,1,Juvenile,47,Spitzka 1903,
0,Papio_hamadryas,Papio,hamadryas,,,110,,,,NA,1,Juvenile,47,Spitzka 1903,
0,Papio_hamadryas,,,149.92857142857142,,155.326,,15000,,,14,Adult,48,Isler et al 2008,
0,Papio_papio,Papio,papio,,,177,,4080,,M,1,Adult,47,Hrdlicka 1925,emaciated
0,Papio_papio,Papio,papio,,,131.8,,3060,,F,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Papio_papio,Papio,papio,,,174.5,,4763,,M,1,Adult,47,Hrdlicka 1925,emaciated
0,Papio_papio,Papio,papio,,,90,,2729,,M,1,Juvenile,47,Hrdlicka 1925,emaciated
0,Papio_ursinus,,,188.6423476516799,,195.4334721671404,,28727.666666666668,,,3,Adult,48,Isler et al 2008,
0,Perodicticus_potto,Perodicticus,potto,,,11.3,,1100,,F,1,Adult,47,Sherwood,
0,Perodicticus_potto,Perodicticus,potto,,,14,,1150,,NA,2,Adult,47,Stephan 1981,
0,Perodicticus_potto,Perodicticus,potto,,,10.9,,538,,NA,1,Adult,47,Warncke 1908,
0,Perodicticus_potto,,,12.415536505945578,,12.86249582015962,,838.4206896551725,,,70,Adult,48,Isler et al 2008,
0,Piliocolobus_badius,Piliocolobus,badius,,,78,,7000,,NA,2,Adult,47,Stephan 1981,
0,Piliocolobus_badius,,,63.10890777341566,,65.38082845325863,,7363.333333333333,,,41,Adult,48,Isler et al 2008,
0,Pithecia_monachus,Pithecia,monachus,,,35,,1500,,NA,2,Adult,47,Stephan 1981,
0,Pithecia_pithecia,Pithecia,pithecia,,,30,,,,F,1,Not Adult,47,Sherwood,
0,Pithecia_pithecia,,,32.1930282172772,,33.351977233099184,,1626.6666666666667,,,18,Adult,48,Isler et al 2008,
0,Pongo_abelii,,,395.28942545505566,,409.5198447714377,,58413.833333333336,,,25,Adult,48,Isler et al 2008,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,322,,32659,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,326,,32659,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,291,,34019,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,279,,35834,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,274.5,,36287,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,283,,36288,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,304,,36741,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,344,,37195,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,340.5,,39917,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,287.5,,44452,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,347.5,,49895,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,371,,54431,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,368,,63503,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,326,,72575,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,422,,79379,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,384,,83915,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,359,,86183,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,395,,90720,,M,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,267,,34474,,F,1,Adult,47,Hrdlicka 1925,
0,Pongo_pygmaeus,Pongo,pygmaeus,406.9,28.7,421.5484,29.7332,73500,11900,M&F,4,Adult,47,Rilling 1999,"4 males, 1 female; Age class estimated from body mass"
0,Pongo_pygmaeus,Pongo,pygmaeus,,,360,,38500,,F,1,Adult,47,Sherwood,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,398.3,,74700,,M,1,Adult,47,Sherwood,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,394.1,,38500,,F,1,Adult,47,Sherwood,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,287,,74700,,M,1,Adult,47,Sherwood,
0,Pongo_pygmaeus,Pongo,pygmaeus,,,397.8,,74700,,M,1,Adult,47,Sherwood,
0,Pongo_pygmaeus,,,379.8246558792507,,393.4983434909038,,53743.444444444445,,,81,Adult,48,Isler et al 2008,
0,Presbytis_comata,,,59,,61.124,,,,,1,Adult,48,Isler et al 2008,
0,Presbytis_melalophos,,,64.58015761496716,,66.90504328910599,,6560.742857142857,,,21,Adult,48,Isler et al 2008,
0,Procolobus_verus,,,52.63389115498094,,54.528711236560255,,4096.111111111111,,,29,Adult,48,Isler et al 2008,
0,Propithecus_coquereli,,,30.1941,,31.2810876,,,,,1,Adult,48,Isler et al 2008,
0,Propithecus_deckenii,Propithecus,deckenii,,,31.6,,,,NA,1,Adult,47,Warncke 1908,
0,Propithecus_diadema,,,39.799321231274725,,41.23209679560062,,4900,,,4,Adult,48,Isler et al 2008,
0,Propithecus_verreauxi,Propithecus,verreauxi,,,26.7,,3480,,NA,2,Adult,47,Stephan 1981,
0,Propithecus_verreauxi,,,26.205882857142857,,27.14929464,,,,,7,Adult,48,Isler et al 2008,
