Species,measure_class,Measure,Team,role,Value
Cercocebus galeritus,hand_morphology,log10_mc3_mm,Baker,primary,1.47319490920494
Cercocebus galeritus,hand_morphology,log10_mc4_mm,Baker,primary,1.44622640177816
Cercocebus torquatus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercocebus torquatus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercocebus torquatus,handedness,Handedness_index_mean,Caspar,primary,-0.029
Cercocebus torquatus,handedness,Handedness_strength_mean,Caspar,primary,0.665
Cercocebus torquatus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercocebus torquatus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercocebus torquatus,research_effort,Journal_search_article_count,Reader,primary,18
Cercocebus torquatus,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Cercocebus torquatus,manipulation,Tool_use,Baker,secondary,0
Cercocebus torquatus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercocebus torquatus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercocebus torquatus,vocalization,VocalRepertoire,Schniter,primary,8
Cercocebus torquatus,research_effort,Zoological_record_article_count,Reader,primary,32
Cercocebus torquatus,hand_morphology,log10_ip3_mm,Baker,primary,1.3070679506613
Cercocebus torquatus,hand_morphology,log10_mc1_mm,Baker,primary,1.40440605092127
Cercocebus torquatus,hand_morphology,log10_mc2_mm,Baker,primary,1.52035250408332
Cercocebus torquatus,hand_morphology,log10_mc3_mm,Baker,primary,1.52009032811284
Cercocebus torquatus,hand_morphology,log10_mc4_mm,Baker,primary,1.4929000111087
Cercocebus torquatus,hand_morphology,log10_mc5_mm,Baker,primary,1.60124492481052
Cercocebus torquatus,hand_morphology,log10_pp3_mm,Baker,primary,1.47107157361303
Cercopithecus albogularis,manipulation,Tool_use,Baker,secondary,0
Cercopithecus albogularis,hand_morphology,log10_mc1_mm,Baker,primary,1.26304398331317
Cercopithecus albogularis,hand_morphology,log10_mc2_mm,Baker,primary,1.47603415907845
Cercopithecus albogularis,hand_morphology,log10_mc3_mm,Baker,primary,1.47748301607494
Cercopithecus albogularis,hand_morphology,log10_mc4_mm,Baker,primary,1.45976931596674
Cercopithecus albogularis,hand_morphology,log10_mc5_mm,Baker,primary,1.41455555622922
Cercopithecus ascanius,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Cercopithecus ascanius,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus ascanius,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,1
Cercopithecus ascanius,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus ascanius,behavioural_flexibility,Innovation_report_count,Reader,primary,1
Cercopithecus ascanius,locomotion,Intermembral_index,Granatosky,primary,79
Cercopithecus ascanius,research_effort,Journal_search_article_count,Reader,primary,5
Cercopithecus ascanius,locomotion,Locomotor_diversity_index,Granatosky,primary,1.30149934390842
Cercopithecus ascanius,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Cercopithecus ascanius,manipulation,Tool_Manufacture,Baker,primary,0
Cercopithecus ascanius,manipulation,Tool_use,Baker,secondary,1
Cercopithecus ascanius,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus ascanius,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus ascanius,manipulation,True_Tool_Use,Baker,primary,1
Cercopithecus ascanius,research_effort,Zoological_record_article_count,Reader,primary,26
Cercopithecus ascanius,hand_morphology,log10_ip2_mm,Baker,primary,1.03895561101604
Cercopithecus ascanius,hand_morphology,log10_ip3_mm,Baker,primary,1.16287110793653
Cercopithecus ascanius,hand_morphology,log10_ip4_mm,Baker,primary,1.14514958747451
Cercopithecus ascanius,hand_morphology,log10_mc1_mm,Baker,primary,1.23202527488988
Cercopithecus ascanius,hand_morphology,log10_mc2_mm,Baker,primary,1.457730548246
Cercopithecus ascanius,hand_morphology,log10_mc3_mm,Baker,primary,1.47726599542485
Cercopithecus ascanius,hand_morphology,log10_mc4_mm,Baker,primary,1.43104194533589
Cercopithecus ascanius,hand_morphology,log10_mc5_mm,Baker,primary,1.37403500765351
Cercopithecus ascanius,hand_morphology,log10_pp1_mm,Baker,primary,1.02250256275278
Cercopithecus ascanius,hand_morphology,log10_pp2_mm,Baker,primary,1.23229858143814
Cercopithecus ascanius,hand_morphology,log10_pp3_mm,Baker,primary,1.30375946502634
Cercopithecus ascanius,hand_morphology,log10_pp4_mm,Baker,primary,1.28382113548845
Cercopithecus campbelli,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Cercopithecus campbelli,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus campbelli,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus campbelli,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus campbelli,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus campbelli,locomotion,Locomotor_diversity_index,Granatosky,primary,0.863629884719384
Cercopithecus campbelli,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus campbelli,manipulation,Tool_Manufacture,Baker,primary,0
Cercopithecus campbelli,manipulation,Tool_use,Baker,secondary,1
Cercopithecus campbelli,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus campbelli,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus campbelli,manipulation,True_Tool_Use,Baker,primary,1
Cercopithecus campbelli,research_effort,Zoological_record_article_count,Reader,primary,11
Cercopithecus campbelli,hand_morphology,log10_mc2_mm,Baker,primary,1.36059341356525
Cercopithecus campbelli,hand_morphology,log10_mc3_mm,Baker,primary,1.38129562300383
Cercopithecus campbelli,hand_morphology,log10_mc4_mm,Baker,primary,1.3451776165427
Cercopithecus campbelli lowei,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Cercopithecus campbelli lowei,locomotion,Locomotor_diversity_index,Granatosky,primary,1.30031419276679
Cercopithecus cephus,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus cephus,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus cephus,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus cephus,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus cephus,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus cephus,manipulation,Tool_use,Baker,secondary,0
Cercopithecus cephus,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus cephus,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus cephus,vocalization,VocalRepertoire,Schniter,primary,16
Cercopithecus cephus,research_effort,Zoological_record_article_count,Reader,primary,8
Cercopithecus cephus,hand_morphology,log10_mc2_mm,Baker,primary,1.45984464238821
Cercopithecus cephus,hand_morphology,log10_mc3_mm,Baker,primary,1.51441492058037
Cercopithecus cephus,hand_morphology,log10_mc4_mm,Baker,primary,1.44232295574557
Cercopithecus denti,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus denti,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus denti,research_effort,Zoological_record_article_count,Reader,primary,0
Cercopithecus diana,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Cercopithecus diana,manipulation,Extractive_foraging,Heldstab,primary,0
Cercopithecus diana,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus diana,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus diana,handedness,Handedness_index_mean,Caspar,primary,0.178
Cercopithecus diana,handedness,Handedness_strength_mean,Caspar,primary,0.755
Cercopithecus diana,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus diana,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus diana,locomotion,Intermembral_index,Granatosky,primary,79
Cercopithecus diana,research_effort,Journal_search_article_count,Reader,primary,4
Cercopithecus diana,locomotion,Locomotor_diversity_index,Granatosky,primary,1.11068369147808
Cercopithecus diana,manipulation,Manipulation_complexity,Heldstab,primary,2.03
Cercopithecus diana,behavioural_flexibility,Social_learning_report_count,Reader,primary,1
Cercopithecus diana,manipulation,Tool_use,Baker,secondary,0
Cercopithecus diana,manipulation,Tool_use,Heldstab,primary,0
Cercopithecus diana,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus diana,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus diana,vocalization,VocalRepertoire,ManyPrimates,secondary,4
Cercopithecus diana,research_effort,Zoological_record_article_count,Reader,primary,28
Cercopithecus diana,hand_morphology,log10_mc2_mm,Baker,primary,1.47246389660699
Cercopithecus diana,hand_morphology,log10_mc3_mm,Baker,primary,1.50078517291746
Cercopithecus diana,hand_morphology,log10_mc4_mm,Baker,primary,1.45408227073109
Cercopithecus dryas,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus dryas,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus dryas,research_effort,Zoological_record_article_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus erythrogaster,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus erythrogaster,research_effort,Zoological_record_article_count,Reader,primary,3
Cercopithecus erythrotis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus erythrotis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus erythrotis,research_effort,Zoological_record_article_count,Reader,primary,3
Cercopithecus hamlyni,manipulation,Extractive_foraging,Heldstab,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus hamlyni,manipulation,Manipulation_complexity,Heldstab,primary,3.84
Cercopithecus hamlyni,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus hamlyni,manipulation,Tool_use,Heldstab,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus hamlyni,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus hamlyni,research_effort,Zoological_record_article_count,Reader,primary,4
Cercopithecus lhoesti,manipulation,Extractive_foraging,Heldstab,primary,1
Cercopithecus lhoesti,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus lhoesti,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus lhoesti,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus lhoesti,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus lhoesti,research_effort,Journal_search_article_count,Reader,primary,4
Cercopithecus lhoesti,manipulation,Manipulation_complexity,Heldstab,primary,2.77
Cercopithecus lhoesti,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus lhoesti,manipulation,Tool_use,Heldstab,primary,0
Cercopithecus lhoesti,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus lhoesti,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus lhoesti,research_effort,Zoological_record_article_count,Reader,primary,7
Cercopithecus mitis,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Cercopithecus mitis,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus mitis,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,3
Cercopithecus mitis,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,1
Cercopithecus mitis,behavioural_flexibility,Innovation_report_count,Reader,primary,4
Cercopithecus mitis,locomotion,Intermembral_index,Granatosky,primary,82
Cercopithecus mitis,research_effort,Journal_search_article_count,Reader,primary,17
Cercopithecus mitis,locomotion,Locomotor_diversity_index,Granatosky,primary,1.11414224879738
Cercopithecus mitis,behavioural_flexibility,Social_learning_report_count,Reader,primary,0
Cercopithecus mitis,manipulation,Tool_use,Baker,secondary,0
Cercopithecus mitis,behavioural_flexibility,Tool_use_reduced_report_count,Reader,primary,0
Cercopithecus mitis,behavioural_flexibility,Tool_use_report_count,Reader,primary,0
Cercopithecus mitis,research_effort,Zoological_record_article_count,Reader,primary,56
Cercopithecus mitis,hand_morphology,log10_ip2_mm,Baker,primary,1.06987569414368
Cercopithecus mitis,hand_morphology,log10_ip3_mm,Baker,primary,1.19932971522104
Cercopithecus mitis,hand_morphology,log10_ip4_mm,Baker,primary,1.18033374786844
Cercopithecus mitis,hand_morphology,log10_mc1_mm,Baker,primary,1.28197792171471
Cercopithecus mitis,hand_morphology,log10_mc2_mm,Baker,primary,1.5063697170955
Cercopithecus mitis,hand_morphology,log10_mc3_mm,Baker,primary,1.5287881917749
Cercopithecus mitis,hand_morphology,log10_mc4_mm,Baker,primary,1.49817266063654
Cercopithecus mitis,hand_morphology,log10_mc5_mm,Baker,primary,1.41559910869476
Cercopithecus mitis,hand_morphology,log10_pp1_mm,Baker,primary,1.04913011391993
Cercopithecus mitis,hand_morphology,log10_pp2_mm,Baker,primary,1.27815835576575
Cercopithecus mitis,hand_morphology,log10_pp3_mm,Baker,primary,1.36289443970756
Cercopithecus mitis,hand_morphology,log10_pp4_mm,Baker,primary,1.33095883448675
Cercopithecus mona,behavioural_flexibility,Extractive_foraging_reduced_report_count,Reader,primary,0
Cercopithecus mona,behavioural_flexibility,Extractive_foraging_report_count,Reader,primary,0
Cercopithecus mona,behavioural_flexibility,Innovation_reduced_report_count,Reader,primary,0
Cercopithecus mona,behavioural_flexibility,Innovation_report_count,Reader,primary,0
Cercopithecus mona,research_effort,Journal_search_article_count,Reader,primary,3
