Genus;Species;Location;Subject;Sex;Age;#insertions;Notes on insertions;#bouts;HI;AbsHI;z-score;Category;References;General notes;Clade
Pongo;sp.;see Hopkins et al., 2011;Miri;f;juvenile;NA;# insertions > 30;NA;-0.362318841;0.362318841;-4.256282654;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Penari;f;juvenile;NA;# insertions > 30;NA;-0.398601399;0.398601399;-4.766579457;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Batang;f;juvenile;NA;# insertions > 30;NA;0.967741935;0.967741935;7.62000762;right;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;kera;f;juvenile;NA;# insertions > 30;NA;0.15;0.15;1.69;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;khali;f;juvenile;NA;# insertions > 30;NA;-1;1;-4.8;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;kitra;f;juvenile;NA;# insertions > 30;NA;-0.51;0.51;-5.15;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;kutai;f;juvenile;NA;# insertions > 30;NA;-1;1;-3.32;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;tara;f;juvenile;NA;# insertions > 30;NA;0.27;0.27;1.3;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Azy;m;adult;NA;# insertions > 30;NA;-0.6;0.6;-2.32;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Alan;m;adult;NA;# insertions > 30;NA;-0.346153846;0.346153846;-2.496150883;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Chantak;m;adult;NA;# insertions > 30;NA;-1;1;-11.3137085;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Gelar;m;adult;NA;# insertions > 30;NA;-0.189189189;0.189189189;-2.301585822;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Loklok;m;adult;NA;# insertions > 30;NA;0.832869081;0.832869081;15.78061644;right;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Molek;m;adult;NA;# insertions > 30;NA;0.143939394;0.143939394;2.338738329;right;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Kiko;m;adult;NA;# insertions > 30;NA;-0.176470588;0.176470588;-1.626978434;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;jj;m;adult;NA;# insertions > 30;NA;-0.71;0.71;-2.672612419;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;rusty;m;adult;NA;# insertions > 30;NA;0.2;0.2;1.34;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;tiram;m;adult;NA;# insertions > 30;NA;-0.55;0.55;-5.63;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;willie;m;adult;NA;# insertions > 30;NA;-0.18;0.18;-1.52;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Tom;m;adult;NA;# insertions > 30;NA;1;1;6.23;right;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Rocky;m;juvenile;NA;# insertions > 30;NA;0.08;0.08;0.357770876;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Jantan;m;juvenile;NA;# insertions > 30;NA;-0.639344262;0.639344262;-4.993438317;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Lokan;m;juvenile;NA;# insertions > 30;NA;-1;1;-4.795831523;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Mentubar;m;juvenile;NA;# insertions > 30;NA;-0.31884058;0.31884058;-3.745528735;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Minyak;m;juvenile;NA;# insertions > 30;NA;-0.395061728;0.395061728;-5.028314888;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Solok;m;juvenile;NA;# insertions > 30;NA;0.310344828;0.310344828;2.363515791;right;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Sulango;m;juvenile;NA;# insertions > 30;NA;-0.807692308;0.807692308;-8.236877676;left;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Kyle;m;juvenile;NA;# insertions > 30;NA;-0.098039216;0.098039216;-0.700140042;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pongo;sp.;see Hopkins et al., 2011;Mahal;m;juvenile;NA;# insertions > 30;NA;0.15;0.15;0.94;ambipreferent;Hopkins et al., 2011;;Hominoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Phuong;f;adult;516;NA;72;0.71;0.71;32.23;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Naomi;f;adult;433;NA;114;0.51;0.51;21.05;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Ines;f;adult;489;NA;125;0.3;0.3;13.3;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Pip;f;adult;405;NA;84;-0.02;0.02;-0.7;ambipreferent;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Lychee;f;adult;653;NA;199;-0.22;0.22;-11.35;left;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Omo;f;adult;569;NA;213;0.91;0.91;43.52;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Michelle;f;adult;580;NA;270;0;0;0;ambipreferent;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Eco;m;adult;104;NA;41;0.98;0.98;20;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Sung;m;adult;445;NA;58;0.8;0.8;33.66;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Claus;m;adult;488;NA;100;0.92;0.92;40.74;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Falk;m;adult;660;NA;176;0.12;0.12;6.07;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Gin;m;adult;585;NA;85;-0.96;0.96;-46.55;left;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Cactus;m;adult;348;NA;113;-0.97;0.97;-36.02;left;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Manh;m;adult;295;NA;97;0.68;0.68;23.41;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Mr. Bean;m;adult;543;NA;186;-0.09;0.09;-4.38;left;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Barack;m;adult;960;NA;382;-0.51;0.51;-31.76;left;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Seba;m;adult;774;NA;102;0.05;0.05;2.88;right;Cubí & Llorente, 2021;;Cercopithecoidea
Pygathrix;cinerea;Endangered Primate Rescue Center, Cuc Phuong National Park;Ronaldo;m;adult;518;NA;106;-0.24;0.24;-11.07;left;Cubí & Llorente, 2021;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;ff;f;adult;131;NA;26;-0.97;0.97;-11.096;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;fhtp;f;adult;31;NA;8;-0.74;0.74;-4.1309;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;jdi;f;adult;53;NA;11;0.62;0.62;4.5329;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;jgu;f;adult;82;NA;18;-1;1;-9.0554;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;sd;f;adult;78;NA;16;-0.69;0.69;-6.1143;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;thu;f;adult;58;NA;17;0.93;0.93;7.0905;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;wxf2;f;adult;49;NA;13;0.88;0.88;6.1429;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;yli;f;adult;50;NA;14;-1;1;-7.0711;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;bb-j140;f;juvenile;41;NA;14;-0.37;0.37;-2.3426;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;bb-j40;f;juvenile;46;NA;12;-0.43;0.43;-2.9488;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;bzt-j250;f;juvenile;41;NA;10;0.32;0.32;2.0303;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;fg-j30;f;juvenile;144;NA;30;-0.64;0.64;-7.6667;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;fp-j20;f;juvenile;55;NA;19;-0.56;0.56;-4.18;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;hm-3;f;juvenile;33;NA;13;-0.39;0.39;-2.263;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;jb-j20;f;juvenile;58;NA;16;-0.86;0.86;-6.5653;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;rx-j30;f;juvenile;36;NA;8;-1;1;-6;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;bbe;m;adult;70;NA;15;0.34;0.34;2.8685;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;eq;m;adult;39;NA;8;-1;1;-6.245;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;hto;m;adult;69;NA;13;-0.91;0.91;-7.5843;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;jba;m;adult;65;NA;16;-1;1;-8.0623;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;xh;m;adult;70;NA;17;0.97;0.97;8.1276;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;huj-4;m;juvenile;74;NA;18;-0.27;0.27;-2.325;left;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;lm-3;m;juvenile;86;NA;24;0.86;0.86;7.9796;right;Zhao et al. 2012;;Cercopithecoidea
Rhinopithecus;roxellana;Zhouzhi National Nature Reserve;rx-j41;m;juvenile;39;NA;9;-0.74;0.74;-4.6437;left;Zhao et al. 2012;;Cercopithecoidea
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D106C;f;adult;35;NA;NA;-0.03;0.03;-0.17;ambipreferent;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;6-29C;f;adult;42;NA;NA;1;1;6.48;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D019C;f;adult;70;NA;NA;-0.71;0.71;-5.98;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D(0)64C;f;adult;73;NA;NA;0.92;0.92;7.84;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;06-17C;f;adult;81;NA;NA;0.85;0.85;7.67;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D046C;f;adult;82;NA;NA;-1;1;-9.06;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D008C;f;adult;96;NA;NA;0.69;0.69;6.74;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;E108C;f;adult;110;NA;NA;0.98;0.98;10.3;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;89-14;f;adult;110;NA;NA;1;1;10.49;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;06-15C;f;adult;126;NA;NA;0.37;0.37;4.1;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;6-28C;f;adult;131;NA;NA;-0.95;0.95;-10.92;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;AE87C;f;adult;136;NA;NA;1;1;11.66;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;6-09C;f;adult;137;NA;NA;-0.46;0.46;-5.38;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;C020C;f;adult;256;NA;NA;0.67;0.67;10.75;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;E033C;f;juvenile;41;NA;NA;-1;1;-6.4;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;E130C;f;juvenile;55;NA;NA;-0.49;0.49;-3.64;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;juil-23;f;juvenile;95;NA;NA;-1;1;-9.75;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;E029C;f;juvenile;96;NA;NA;-0.29;0.29;-2.86;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D027C;f;juvenile;97;NA;NA;-1;1;-9.85;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;sans;m;adult;41;NA;NA;-1;1;-6.4;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;07-(00)1;m;adult;75;NA;NA;-1;1;-8.66;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;1003;m;adult;76;NA;NA;-0.63;0.63;-5.51;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;1003;m;adult;86;NA;NA;0.91;0.91;8.41;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;1003;m;adult;65;NA;NA;-0.75;0.75;-6.08;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;3001;m;adult;137;NA;NA;-0.4;0.4;-4.7;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;3002;m;adult;47;NA;NA;-0.96;0.96;-6.56;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;3003;m;adult;82;NA;NA;0.73;0.73;6.63;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;AE75C;m;adult;68;NA;NA;0.74;0.74;6.06;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D002C;m;adult;34;NA;NA;-0.65;0.65;-3.77;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D060C;m;adult;81;NA;NA;0.98;0.98;8.78;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D065C;m;adult;67;NA;NA;-1;1;-8.19;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D085C;m;adult;66;NA;NA;-0.73;0.73;-5.91;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;D104C;m;adult;76;NA;NA;0.1;0.1;-8.72;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;E036C;m;adult;57;NA;NA;-0.72;0.72;-5.43;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;F004C;m;adult;128;NA;NA;0.55;0.55;6.19;right;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Saimiri;sciureus;Station de Primatologie, CNRS, Rousset;94-10;m;juvenile;45;NA;NA;-1;1;-6.71;left;Meguerditchian et al., 2012;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Black_Power;f;adult;NA;NA;47;-0.531914894;0.531914894;-3.646624787;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Mamae;f;adult;NA;NA;63;0.777777778;0.777777778;6.173419726;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Topetao;f;adult;NA;NA;73;1;1;8.544003745;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Histerica;f;adult;NA;NA;74;-0.972972973;0.972972973;-8.36982999;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;DC;f;adult;NA;# insertions > 30;NA;0.96;0.96;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Georgia;f;adult;NA;# insertions > 30;NA;-0.75;0.75;NA;left;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Gizmo;f;adult;NA;# insertions > 30;NA;0.6;0.6;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Jake;f;adult;NA;# insertions > 30;NA;1;1;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;LC;f;adult;NA;# insertions > 30;NA;0.85;0.85;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Noel;f;adult;NA;# insertions > 30;NA;-0.82;0.82;NA;left;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Zoo Tropical;Rosto_Fino;m;adult;NA;NA;44;-1;1;-6.633249581;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Zoo Tropical;Logan;m;adult;NA;NA;60;-0.933333333;0.933333333;-7.229568913;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Velho;m;adult;NA;NA;37;0.837837838;0.837837838;5.096368606;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Alfa;m;adult;NA;NA;39;-0.282051282;0.282051282;-1.761409692;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Alfa;m;adult;NA;NA;42;-0.095238095;0.095238095;-0.6172134;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Centro Nacional de Primatas;Alfa;m;adult;NA;NA;52;-0.384615385;0.384615385;-2.773500981;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;CIGS Zoo;Aprendiz;m;adult;NA;NA;41;-0.365853659;0.365853659;-2.342606428;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;CIGS Zoo;Severino;m;adult;NA;NA;55;-0.090909091;0.090909091;-0.674199862;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Carlos;m;adult;NA;# insertions > 30;NA;-0.95;0.95;NA;left;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Miro;m;adult;NA;# insertions > 30;NA;1;1;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Vincent;m;adult;NA;# insertions > 30;NA;-1;1;NA;left;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;DiMaggio;m;infant;NA;# insertions > 30;NA;0.39;0.39;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Alou;m;juvenile;NA;# insertions > 30;NA;0.81;0.81;NA;right;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Shoeless;m;juvenile;NA;# insertions > 30;NA;-0.14;0.14;NA;ambipreferent;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;apella;Northeastern Ohio Universities College of Medicine;Sosa;m;juvenile;NA;# insertions > 30;NA;-0.62;0.62;NA;left;Phillips, Sherwood & Lilak, 2007;HI correspond to mean across four trials, group mean: 102 insertions (SE±19.04), total number over 30 is assumed ;Platyrrhini
Sapajus;flavius;Zoo Arruda Camara, Bica;Luizinha;f;adult;NA;# insertions ? # bouts;71;-0.915492958;0.915492958;-7.714080778;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;ZooRio, Rio de Janeiro;Mae;f;adult;NA;# insertions ? # bouts;42;0.095238095;0.095238095;0.6172134;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;ZooRio, Rio de Janeiro;"""Femea""";f;adult;NA;# insertions ? # bouts;77;1;1;8.774964387;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoobotanico de Salvador;Docinho;f;adult;NA;# insertions ? # bouts;32;-1;1;-5.656854249;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoobotanico de Salvador;Macaco da Noite;f;adult;NA;# insertions ? # bouts;57;-1;1;-7.549834435;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Dois Irmaos, Recife;Vitiligo;f;adult;NA;# insertions ? # bouts;34;1;1;5.830951895;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Arruda Camara, Bica;Medrosinha;f;juvenile;NA;# insertions ? # bouts;45;1;1;6.708203932;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;ZooRio, Rio de Janeiro;Beta;f;juvenile;NA;# insertions ? # bouts;49;0.918367347;0.918367347;6.428571429;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Arruda Camara, Bica;Irmao cara manc;m;adult;NA;# insertions ? # bouts;31;0.548387097;0.548387097;3.053290134;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Arruda Camara, Bica;Beta hugohuino;m;adult;NA;# insertions ? # bouts;51;0.921568627;0.921568627;6.581316395;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoo Arruda Camara, Bica;Cara manchada;m;adult;NA;# insertions ? # bouts;119;-1;1;-10.90871211;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;ZooRio, Rio de Janeiro;Alfa;m;adult;NA;# insertions ? # bouts;32;-0.9375;0.9375;-5.303300859;left;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoobotanico de Salvador;Moicano Alfa;m;adult;NA;# insertions ? # bouts;44;1;1;6.633249581;right;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
Sapajus;flavius;Zoobotanico de Salvador;Bernardo;m;adult;NA;# insertions ? # bouts;44;0.136363636;0.136363636;0.904534034;ambipreferent;de Andrade & de Sousa, 2018;Age classes according to paper;Platyrrhini
