"Species","measure_class","Measure","Units","Value","Value_median","n_sources","n_teams","n_teams_primary","primary_used","Teams","roles","basis","value_min","value_max"
"Miniopterus tristis","mass","Brain_Mass_mass_or_volume","g",0.333,0.333,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.333,0.333
"Miniopterus tristis","mass","Brain_Mass_measured","g",0.336,0.336,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.327,0.341
"Miopithecus ogouensis","mass","Brain_Mass_mass_or_volume","g",37.351,37.351,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",37.351,37.351
"Miopithecus talapoin","mass","Brain_Mass_mass_or_volume","g",34.8,34.8,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",34.8,34.8
"Miopithecus talapoin","mass","Brain_Mass_measured","g",39.5,39.5,10,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",35.5,41.1
"Mirounga angustirostris","mass","Brain_Mass_mass_or_volume","g",670,670,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",670,670
"Mirounga leonina","mass","Brain_Mass_mass_or_volume","g",1205,1205,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1205,1205
"Mirza coquereli","mass","Brain_Mass_mass_or_volume","g",5.7959,5.7959,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",5.7959,5.7959
"Molossops abrasus","mass","Brain_Mass_measured","g",0.4143,0.4143,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.398,0.441
"Molossops greenhalli","mass","Brain_Mass_measured","g",0.3,0.3,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.3,0.3
"Molossops planirostris","mass","Brain_Mass_measured","g",0.185,0.185,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.18,0.19
"Molossops temminckii","mass","Brain_Mass_mass_or_volume","g",0.181,0.181,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.181,0.181
"Molossus ater","mass","Brain_Mass_measured","g",0.5233,0.5233,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.49,0.55
"Molossus molossus","mass","Brain_Mass_mass_or_volume","g",0.2723,0.2723,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.26,0.2847
"Molossus molossus","mass","Brain_Mass_measured","g",0.3267,0.3267,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.31,0.34
"Molossus trinitatis","mass","Brain_Mass_measured","g",0.4345,0.4345,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.428,0.441
"Monachus monachus","mass","Brain_Mass_mass_or_volume","g",480,480,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",480,480
"Monachus schauinslandi","mass","Brain_Mass_mass_or_volume","g",370,370,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",370,370
"Monodelphis brevicaudata","mass","Brain_Mass_mass_or_volume","g",0.9162,0.9162,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.9,0.9324
"Monodelphis domestica","mass","Brain_Mass_measured","g",0.79,0.79,1,1,1,TRUE,"Nudo","primary","mass_unspecified",0.79,0.79
"Monodon monoceros","mass","Brain_Mass_mass_or_volume","g",2993.7,2993.7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2993.7,2993.7
"Monodon monoceros","mass","Brain_Mass_measured","g",2997,2997,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",2997,2997
"Monophyllus plethodon","mass","Brain_Mass_mass_or_volume","g",0.4125,0.4125,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4125,0.4125
"Monophyllus plethodon","mass","Brain_Mass_measured","g",0.445,0.445,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.438,0.452
"Mops condylurus","mass","Brain_Mass_mass_or_volume","g",0.4223,0.4223,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4223,0.4223
"Mops leucostigma","mass","Brain_Mass_mass_or_volume","g",0.39,0.39,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.39,0.39
"Mops mops","mass","Brain_Mass_mass_or_volume","g",0.4725,0.4725,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.4725,0.4725
"Mops niveiventer","mass","Brain_Mass_mass_or_volume","g",0.432,0.432,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.432,0.432
"Mops pumilus","mass","Brain_Mass_mass_or_volume","g",0.274,0.274,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.274,0.274
"Mormoops megalophylla","mass","Brain_Mass_mass_or_volume","g",0.4102,0.4102,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.4003,0.42
"Mormoops megalophylla","mass","Brain_Mass_measured","g",0.391,0.391,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.369,0.4
"Mormopterus beccarii","mass","Brain_Mass_mass_or_volume","g",0.233,0.233,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.233,0.233
"Mormopterus jugularis","mass","Brain_Mass_mass_or_volume","g",0.22,0.22,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.22,0.22
"Moschiola meminna","mass","Brain_Mass_mass_or_volume","g",16.9275,16.9275,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",16.925,16.93
"Mungos mungo","mass","Brain_Mass_mass_or_volume","g",10.5,10.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",10.5,10.5
"Mungos mungo","mass","Brain_Mass_measured","g",10.5,10.5,2,1,0,FALSE,"Jacobs","info","mass_specimen",10.5,10.5
"Muntiacus muntjak","mass","Brain_Mass_mass_or_volume","g",124.5,124.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",124.5,124.5
"Murexechinus melanurus","mass","Brain_Mass_mass_or_volume","g",0.65,0.65,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.65,0.65
"Murexia longicaudata","mass","Brain_Mass_mass_or_volume","g",1.7102,1.7102,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.68,1.7405
"Murexia rothschildi","mass","Brain_Mass_mass_or_volume","g",1.0878,1.0878,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.0878,1.0878
"Murina cyclotis","mass","Brain_Mass_mass_or_volume","g",0.265,0.265,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.265,0.265
"Murina cyclotis cyclotis","mass","Brain_Mass_measured","g",0.2485,0.2485,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.238,0.259
"Murina cyclotis peninsularis","mass","Brain_Mass_measured","g",0.2815,0.2815,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.274,0.289
"Murina huttoni","mass","Brain_Mass_mass_or_volume","g",0.258,0.258,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.258,0.258
"Murina huttoni rubella","mass","Brain_Mass_measured","g",0.2583,0.2583,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.251,0.268
"Murina tubinaris","mass","Brain_Mass_mass_or_volume","g",0.217,0.217,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.217,0.217
"Murina tubinaris","mass","Brain_Mass_measured","g",0.217,0.217,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.205,0.229
"Mus booduga","mass","Brain_Mass_mass_or_volume","g",0.31,0.31,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.31,0.31
"Mus musculoides","mass","Brain_Mass_mass_or_volume","g",0.96,0.96,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.96,0.96
"Mus musculus","mass","Brain_Mass_excl_olfactory_bulb","g",0.402,0.402,1,1,1,TRUE,"HerculanoHouzel","primary","mass_excl_olfactory_bulb",0.402,0.402
"Mus musculus","mass","Brain_Mass_mass_or_volume","g",0.402,0.402,2,2,1,TRUE,"Burger; HerculanoHouzel","primary; secondary","mass_or_volume_mixed",0.4,0.402
"Mus musculus","mass","Brain_Mass_measured","g",0.5623,0.487,5,5,3,TRUE,"Brodmann; Changizi; Garwicz; Karl; Lewitus","primary; secondary","mass_compilation_unspecified; mass_specimen; mass_unspecified",0.4,0.8
"Mus platythrix","mass","Brain_Mass_mass_or_volume","g",0.5,0.5,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.5,0.5
"Mus sp.","mass","Brain_Mass_measured","g",0.5,0.5,1,1,1,TRUE,"Finlay","primary","mass_compilation_unspecified",0.5,0.5
"Muscardinus avellanarius","mass","Brain_Mass_measured","g",0.45,0.45,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.45,0.45
"Mustela altaica","mass","Brain_Mass_mass_or_volume","g",4.48,4.48,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4.48,4.48
"Mustela erminea","mass","Brain_Mass_mass_or_volume","g",4.57,4.57,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.57,4.57
"Mustela frenata","mass","Brain_Mass_mass_or_volume","g",4,4,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",4,4
"Mustela lutreola","mass","Brain_Mass_mass_or_volume","g",8.5,8.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.5,8.5
"Mustela lutreolina","mass","Brain_Mass_mass_or_volume","g",8.5,8.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.5,8.5
"Mustela nigripes","mass","Brain_Mass_mass_or_volume","g",8.5,8.5,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",8.5,8.5
"Mustela nivalis","mass","Brain_Mass_mass_or_volume","g",2,2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2,2
"Mustela putorius","mass","Brain_Mass_mass_or_volume","g",7.87,7.87,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",7.87,7.87
"Mustela putorius","mass","Brain_Mass_measured","g",10.7,10.7,5,3,1,TRUE,"Brodmann; Jacobs; Lewitus","info; primary; secondary","mass_fresh; mass_specimen; mass_unspecified",8.25,10.7
"Mustela putorius furo","mass","Brain_Mass_measured","g",5.226,5.226,2,2,1,TRUE,"Changizi; Garwicz","primary; secondary","mass_compilation_unspecified",5.226,7.1
"Mustela sibirica","mass","Brain_Mass_mass_or_volume","g",6,6,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",6,6
"Mustela vison","mass","Brain_Mass_mass_or_volume","g",7,7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",7,7
"Mydaus javanensis","mass","Brain_Mass_mass_or_volume","g",19.49,19.49,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",19.49,19.49
"Mydaus marchei","mass","Brain_Mass_mass_or_volume","g",14.87,14.87,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",14.87,14.87
"Myiopsitta monachus","mass","Brain_Mass_measured","g",3.4204,3.4204,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",3.4204,3.4204
"Myocastor coypus","mass","Brain_Mass_mass_or_volume","g",17.09,17.09,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",17.09,17.09
"Myodes gapperi","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.56,0.56
"Myodes glareolus","mass","Brain_Mass_mass_or_volume","g",0.52,0.52,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.52,0.52
"Myodes rufocanus","mass","Brain_Mass_mass_or_volume","g",0.61,0.61,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.61,0.61
"Myodes rutilus","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.56,0.56
"Myoictis melas","mass","Brain_Mass_mass_or_volume","g",2.05,2.05,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.05,2.05
"Myomys daltoni","mass","Brain_Mass_mass_or_volume","g",0.68,0.68,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.68,0.68
"Myonycteris torquata","mass","Brain_Mass_mass_or_volume","g",1.1159,1.1159,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.1159,1.1159
"Myonycteris torquata","mass","Brain_Mass_measured","g",1.187,1.187,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.101,1.239
"Myopus schisticolor","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.56,0.56
"Myosorex babaulti","mass","Brain_Mass_measured","g",0.36,0.36,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.36,0.36
"Myotis adversus","mass","Brain_Mass_mass_or_volume","g",0.2545,0.2545,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.2545,0.2545
"Myotis adversus","mass","Brain_Mass_measured","g",0.255,0.255,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.253,0.257
"Myotis albescens","mass","Brain_Mass_mass_or_volume","g",0.126,0.126,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.126,0.126
"Myotis albescens","mass","Brain_Mass_measured","g",0.1257,0.1257,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.122,0.128
"Myotis altarium","mass","Brain_Mass_mass_or_volume","g",0.24,0.24,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.24,0.24
"Myotis altarium","mass","Brain_Mass_measured","g",0.24,0.24,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.233,0.244
"Myotis annectans","mass","Brain_Mass_mass_or_volume","g",0.221,0.221,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.221,0.221
"Myotis annectans","mass","Brain_Mass_measured","g",0.221,0.221,2,1,0,FALSE,"Zilles","secondary","mass_fresh",0.21,0.232
"Myotis bechsteini","mass","Brain_Mass_mass_or_volume","g",0.265,0.265,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.265,0.265
"Myotis bechsteini","mass","Brain_Mass_measured","g",0.265,0.265,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.265,0.265
"Myotis bechsteinii","mass","Brain_Mass_mass_or_volume","g",0.26,0.26,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.26,0.26
"Myotis bocagei","mass","Brain_Mass_mass_or_volume","g",0.21,0.21,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.21,0.21
"Myotis bocagei","mass","Brain_Mass_measured","g",0.186,0.186,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.181,0.191
"Myotis bocagii","mass","Brain_Mass_mass_or_volume","g",0.2,0.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.2,0.2
"Myotis dasycneme","mass","Brain_Mass_mass_or_volume","g",0.31,0.31,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.31,0.31
"Myotis dasycneme","mass","Brain_Mass_measured","g",0.31,0.31,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.31,0.31
"Myotis daubentoni","mass","Brain_Mass_mass_or_volume","g",0.23,0.23,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",0.23,0.23
"Myotis daubentonii","mass","Brain_Mass_mass_or_volume","g",0.23,0.23,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.23,0.23
"Myotis fortidens","mass","Brain_Mass_mass_or_volume","g",0.1325,0.1325,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.1325,0.1325
"Myotis hasseltii","mass","Brain_Mass_mass_or_volume","g",0.188,0.188,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.188,0.188
"Myotis horsfieldii","mass","Brain_Mass_mass_or_volume","g",0.197,0.197,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.197,0.197
"Myotis lucifugus","mass","Brain_Mass_mass_or_volume","g",0.1613,0.1613,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.1613,0.1613
"Myotis montivagus","mass","Brain_Mass_mass_or_volume","g",0.17,0.17,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.17,0.17
"Myotis muricola","mass","Brain_Mass_mass_or_volume","g",0.125,0.125,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.125,0.125
"Myotis myotis","mass","Brain_Mass_mass_or_volume","g",0.4845,0.4845,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.48,0.489
"Myotis myotis","mass","Brain_Mass_measured","g",0.48,0.48,5,1,0,FALSE,"Zilles","secondary","mass_fresh",0.45,0.5
"Myotis mystacinus","mass","Brain_Mass_mass_or_volume","g",0.1586,0.1586,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.1572,0.16
"Myotis nattereri","mass","Brain_Mass_mass_or_volume","g",0.22,0.22,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.22,0.22
"Myotis nattereri","mass","Brain_Mass_measured","g",0.22,0.22,1,1,0,FALSE,"Zilles","secondary","mass_fresh",0.22,0.22
"Myotis nigricans","mass","Brain_Mass_mass_or_volume","g",0.1235,0.1235,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.12,0.127
"Myotis nigricans","mass","Brain_Mass_measured","g",0.14,0.14,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.14,0.14
"Myotis nigricans ssp.","mass","Brain_Mass_measured","g",0.1567,0.1567,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.153,0.163
"Myotis riparius","mass","Brain_Mass_mass_or_volume","g",0.173,0.173,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.173,0.173
"Myotis siligorensis","mass","Brain_Mass_mass_or_volume","g",0.103,0.103,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.103,0.103
"Myotis siligorensis","mass","Brain_Mass_measured","g",0.1047,0.1047,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.097,0.116
"Myotis tricolor","mass","Brain_Mass_mass_or_volume","g",0.259,0.259,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.259,0.259
"Myotis velifer","mass","Brain_Mass_mass_or_volume","g",0.2,0.2,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.2,0.2
"Myotis yumanensis","mass","Brain_Mass_mass_or_volume","g",0.13,0.13,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.13,0.13
"Myoxus glis","mass","Brain_Mass_mass_or_volume","g",1.9,1.9,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.9,1.9
"Myrmecobius fasciatus","mass","Brain_Mass_mass_or_volume","g",4.3265,4.3265,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",4.25,4.403
"Myrmecophaga tridactyla","mass","Brain_Mass_mass_or_volume","g",84,84,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",84,84
"Myrmecophaga tridactyla","mass","Brain_Mass_measured","g",76,76,1,1,1,TRUE,"Karl","primary","mass_specimen",76,76
"Mystromys albicaudatus","mass","Brain_Mass_mass_or_volume","g",1.39,1.39,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.39,1.39
"Nandinia binotata","mass","Brain_Mass_mass_or_volume","g",17.3,17.3,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",17.3,17.3
"Nanger dama","mass","Brain_Mass_mass_or_volume","g",150,150,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",150,150
"Nanger granti","mass","Brain_Mass_mass_or_volume","g",139,139,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",139,139
"Nannospalax ehrenbergi","mass","Brain_Mass_mass_or_volume","g",1.88,1.88,1,1,0,FALSE,"Boddy","secondary","mass_or_volume_mixed",1.88,1.88
"Napaeozapus insignis","mass","Brain_Mass_mass_or_volume","g",0.48,0.48,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.48,0.48
"Nasalis larvatus","mass","Brain_Mass_mass_or_volume","g",90.4,90.4,2,2,0,FALSE,"Burger; DeCasien","secondary","mass_or_volume_mixed",83.8,97
"Nasalis larvatus","mass","Brain_Mass_measured","g",97,97,4,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",64.25,97
"Nasua narica","mass","Brain_Mass_mass_or_volume","g",44.17,44.17,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",44.17,44.17
"Nasua nasua","mass","Brain_Mass_mass_or_volume","g",37.5,37.5,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",37.5,37.5
"Natalus tumidirostris","mass","Brain_Mass_mass_or_volume","g",0.245,0.245,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.245,0.245
"Natalus tumidirostris","mass","Brain_Mass_measured","g",0.2458,0.2458,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.239,0.251
"Neofelis nebulosa","mass","Brain_Mass_mass_or_volume","g",68.7,68.7,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",68.7,68.7
"Neofelis nebulosa","mass","Brain_Mass_measured","g",68.3,68.3,1,1,1,TRUE,"Karl","primary","mass_specimen",68.3,68.3
"Neofiber alleni","mass","Brain_Mass_mass_or_volume","g",2.72,2.72,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.72,2.72
"Neomys anomalus","mass","Brain_Mass_measured","g",0.2785,0.2785,4,1,0,FALSE,"Zilles","secondary","mass_fresh",0.27,0.286
"Neomys fodiens","mass","Brain_Mass_mass_or_volume","g",0.3075,0.3075,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.305,0.31
"Neomys fodiens","mass","Brain_Mass_measured","g",0.32,0.32,10,3,1,TRUE,"Lewitus; Stephan_collection; Zilles","primary; secondary","mass_fresh; mass_unspecified",0.3,0.35
"Neophascogale lorentzi","mass","Brain_Mass_mass_or_volume","g",2.45,2.45,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",2.45,2.45
"Neophoca cinerea","mass","Brain_Mass_mass_or_volume","g",388.75,388.75,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",388.75,388.75
"Neophocaena asiaeorientalis","mass","Brain_Mass_measured","g",422,422,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",422,422
"Neophocaena phocaenoides","mass","Brain_Mass_mass_or_volume","g",468,468,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",468,468
"Neophocaena phocaenoides","mass","Brain_Mass_measured","g",468,468,1,1,0,FALSE,"Manger","secondary","mass_compilation_unspecified",468,468
"Neoromicia flavescens","mass","Brain_Mass_mass_or_volume","g",0.19,0.19,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.19,0.19
"Neoromicia nanus","mass","Brain_Mass_mass_or_volume","g",0.1,0.1,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.1,0.1
"Neotoma albigula","mass","Brain_Mass_mass_or_volume","g",2.17,2.17,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.17,2.17
"Neotoma cinerea","mass","Brain_Mass_mass_or_volume","g",2.65,2.65,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.65,2.65
"Neotoma floridana","mass","Brain_Mass_mass_or_volume","g",3.04,3.04,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",3.04,3.04
"Neotoma fuscipes","mass","Brain_Mass_mass_or_volume","g",2.66,2.66,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.66,2.66
"Neotoma micropus","mass","Brain_Mass_mass_or_volume","g",2.66,2.66,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",2.66,2.66
"Neotragus moschatus","mass","Brain_Mass_mass_or_volume","g",32,32,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",32,32
"Nesogale dobsoni","mass","Brain_Mass_mass_or_volume","g",0.56,0.56,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.56,0.56
"Nesogale dobsoni","mass","Brain_Mass_measured","g",0.56,0.56,4,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",0.55,0.56
"Nesogale talazaci","mass","Brain_Mass_mass_or_volume","g",0.79,0.79,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.79,0.79
"Nesogale talazaci","mass","Brain_Mass_measured","g",0.79,0.79,8,2,1,TRUE,"Stephan_collection; Zilles","primary; secondary","mass_fresh",0.78,0.91
"Nesonycteris woodfordi","mass","Brain_Mass_measured","g",1.038,1.038,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.028,1.049
"Nestor notabilis","mass","Brain_Mass_measured","g",13.5916,13.5916,1,1,1,TRUE,"Olkowicz","primary","mass_fixed",13.5916,13.5916
"Neurotrichus gibbsii","mass","Brain_Mass_mass_or_volume","g",0.91,0.91,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.91,0.91
"Ningaui ridei","mass","Brain_Mass_mass_or_volume","g",0.24,0.24,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.24,0.24
"Ningaui yvonnae","mass","Brain_Mass_mass_or_volume","g",0.26,0.26,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",0.26,0.26
"Noctilio albiventris","mass","Brain_Mass_mass_or_volume","g",0.5618,0.5618,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.55,0.5735
"Noctilio albiventris","mass","Brain_Mass_measured","g",0.6183,0.6183,3,1,0,FALSE,"Zilles","secondary","mass_fresh",0.61,0.631
"Noctilio leporinus","mass","Brain_Mass_mass_or_volume","g",1.222,1.222,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",1.184,1.26
"Noctilio leporinus","mass","Brain_Mass_measured","g",1.141,1.141,4,1,0,FALSE,"Zilles","secondary","mass_fresh",1.085,1.229
"Nomascus gabriellae","mass","Brain_Mass_mass_or_volume","g",119.375,119.375,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",119.375,119.375
"Notamacropus parma","mass","Brain_Mass_mass_or_volume","g",18.05,18.05,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",17.4,18.7
"Notamacropus rufogriseus","mass","Brain_Mass_mass_or_volume","g",37.074,37.074,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",36,38.148
"Notamacropus rufogriseus","mass","Brain_Mass_measured","g",32.38,32.38,3,3,2,TRUE,"Karl; Lewitus; Pirlot","primary; secondary","mass_specimen; mass_unspecified",28.2,37.8
"Notiosorex crawfordi","mass","Brain_Mass_mass_or_volume","g",0.15,0.15,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.15,0.15
"Notomys alexis","mass","Brain_Mass_mass_or_volume","g",0.96,0.96,2,2,0,FALSE,"Boddy; Burger","secondary","mass_or_volume_mixed",0.96,0.96
"Notopteris macdonaldi","mass","Brain_Mass_mass_or_volume","g",1.4528,1.4528,1,1,0,FALSE,"Burger","secondary","mass_or_volume_mixed",1.4528,1.4528
"Notopteris macdonaldi","mass","Brain_Mass_measured","g",1.4473,1.4473,3,1,0,FALSE,"Zilles","secondary","mass_fresh",1.349,1.553
