Species,Variable,Value,Teams,n_teams,Sources,n_sources,Source_detail,Year_used
Suncus murinus,Telencephalon_Vol.mm3,209,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Suncus murinus,Thalamus_Vol.mm3,12.3,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Suncus murinus,Total_brain_net_volume_Vol.mm3,354,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Suncus murinus,Tractus_opticus_Vol.mm3,0.232,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Suncus murinus,Ventricles_Vol.mm3,4.6,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Symphalangus syndactylus,Agranular_insular_cortex_Vol.mm3,142,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Agranular_insular_cortex_left_Vol.mm3,71,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Area_striata_grey_matter_left_Vol.mm3,2700,Selected_collection,1,deSousa_etal_2010_Table1,1,Selected_collection: deSousa_etal_2010_Table1,2010
Symphalangus syndactylus,Body_Mass.g,11900,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Brain_Mass.mg,138.7,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Dysgranular_insular_cortex_Vol.mm3,294,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Dysgranular_insular_cortex_left_Vol.mm3,147,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Granular_insular_cortex_Vol.mm3,396,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Granular_insular_cortex_left_Vol.mm3,198,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Insula_Vol.mm3,832,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Insula_left_Vol.mm3,416,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Symphalangus syndactylus,Total_brain_net_volume_Vol.mm3,133880,Selected_collection,1,Bauernfeind_etal_2013_Table1,1,Selected_collection: Bauernfeind_etal_2013_Table1,2013
Talpa europaea,Body_Mass.g,76,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Brain_Mass.mg,1020,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Bulbus_olfactorius_Vol.mm3,59.6,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Bulbus_olfactorius_accessorius_Vol.mm3,0.291,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Cerebellum_Vol.mm3,174,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Corpus_pineal_Vol.mm3,0.0497,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Talpa europaea,Corpus_subcommissurale_Vol.mm3,0.0102,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Talpa europaea,Corpus_subfornicale_Vol.mm3,0.00857,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Talpa europaea,Diencephalon_Vol.mm3,80.4,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Hippocampus_Vol.mm3,86.8,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Lobus_piriformis_Vol.mm3,112,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Medulla_oblongata_Vol.mm3,95.4,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Mesencephalon_Vol.mm3,49.8,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Neocortex_Vol.mm3,181,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Nucleus_habenularis_medialis_Vol.mm3,0.366,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Talpa europaea,Nucleus_septalis_triangularis_Vol.mm3,0.33,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Talpa europaea,Schizo_cortex_Vol.mm3,39.6,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Septum_Vol.mm3,15,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Striatum_Vol.mm3,60.2,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Talpa europaea,Telencephalon_Vol.mm3,554,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Total_brain_net_volume_Vol.mm3,953,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Talpa europaea,Ventricles_Vol.mm3,10.9,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tarsius sp.,Amygdala_Vol.mm3,49.8,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Area_striata_Vol.mm3,370,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Tarsius sp.,Area_striata_grey_matter_Vol.mm3,349,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Tarsius sp.,Area_striata_lamina_1_Vol.mm3,41.2,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Tarsius sp.,Area_striata_laminae_2_6_Vol.mm3,307,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Tarsius sp.,Area_striata_white_matter_Vol.mm3,21.3,Selected_collection,1,Frahm_etal_1984_Table1,1,Selected_collection: Frahm_etal_1984_Table1,1984
Tarsius sp.,Body_Mass.g,125,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Brain_Mass.mg,3600,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Bulbus_olfactorius_Vol.mm3,18.8,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Bulbus_olfactorius_accessorius_Vol.mm3,0.82,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Capsula_interna_Vol.mm3,16.7,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Cerebellar_nuclei_total_Vol.mm3,8.06,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tarsius sp.,Cerebellum_Vol.mm3,428,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Complexus_centromedialis_Vol.mm3,11.1,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Complexus_corticobasolateralis_Vol.mm3,38.7,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Complexus_vestibularis_Vol.mm3,15.38,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Complexus_vestibularis_unilateral_Vol.mm3,7.69,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Corpus_geniculatum_laterale_Vol.mm3,20.8,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Tarsius sp.,Corpus_pineal_Vol.mm3,2.03,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Tarsius sp.,Corpus_subcommissurale_Vol.mm3,0.114,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Tarsius sp.,Corpus_subfornicale_Vol.mm3,0.0482,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Tarsius sp.,Diencephalon_Vol.mm3,303,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Epithalamus_Vol.mm3,2.53,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Hippocampus_Vol.mm3,153,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Hypothalamus_Vol.mm3,42.5,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Interpositus_cerebellar_nuclei_Vol.mm3,1.82,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tarsius sp.,Lateral_cerebellar_nuclei_Vol.mm3,3.37,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tarsius sp.,Lobus_piriformis_Vol.mm3,92.7,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Medial_cerebellar_nuclei_Vol.mm3,2.87,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tarsius sp.,Medulla_oblongata_Vol.mm3,207,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Mesencephalon_Vol.mm3,197,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Neocortex_Vol.mm3,1768,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tarsius sp.,Neocortex_grey_matter_Vol.mm3,1631,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tarsius sp.,Neocortex_lamina_1_Vol.mm3,236.3,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tarsius sp.,Neocortex_laminae_2_6_Vol.mm3,1395,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tarsius sp.,Neocortex_white_matter_Vol.mm3,137,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tarsius sp.,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,5.35,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Nucleus_habenularis_medialis_Vol.mm3,1.13,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Tarsius sp.,Nucleus_septalis_triangularis_Vol.mm3,0.405,Selected_collection,1,Stephan_etal_1981_TableXV,1,Selected_collection: Stephan_etal_1981_TableXV,1981
Tarsius sp.,Nucleus_subthalamicus_Vol.mm3,1.09,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Nucleus_tractus_olfactorius_Vol.mm3,0.0752,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Nucleus_vestibularis_descendens_Vol.mm3,4.82,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.41,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_lateralis_Vol.mm3,2.32,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.16,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_medialis_Vol.mm3,6.72,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.36,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_superior_Vol.mm3,1.518,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.759,Selected_collection,1,Stephan_etal_1981_TableXIII,1,Selected_collection: Stephan_etal_1981_TableXIII,1981
Tarsius sp.,Palaeocortex_Vol.mm3,39.1,Selected_collection,1,Stephan_etal_1981_TableXI,1,Selected_collection: Stephan_etal_1981_TableXI,1981
Tarsius sp.,Pallidum_Vol.mm3,16.1,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Schizo_cortex_Vol.mm3,69,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Septum_Vol.mm3,23.3,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Striatum_Vol.mm3,133,Selected_collection,1,Stephan_etal_1981_TableV,1,Selected_collection: Stephan_etal_1981_TableV,1981
Tarsius sp.,Subthalamus_Vol.mm3,17.1,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Telencephalon_Vol.mm3,2258,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Thalamus_Vol.mm3,175,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Total_brain_net_volume_Vol.mm3,3393,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius sp.,Tractus_opticus_Vol.mm3,15.5,Selected_collection,1,Stephan_etal_1981_TableVIII,1,Selected_collection: Stephan_etal_1981_TableVIII,1981
Tarsius sp.,Ventral_pons_Vol.mm3,16.5,Selected_collection,1,Matano_etal_1985_b_Table1,1,Selected_collection: Matano_etal_1985_b_Table1,1985
Tarsius sp.,Ventricles_Vol.mm3,24.1,Selected_collection,1,Stephan_etal_1981_TableII,1,Selected_collection: Stephan_etal_1981_TableII,1981
Tarsius spp.,Body_Mass.g,125,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Complexus_vestibularis_Vol.mm3,15.38,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Complexus_vestibularis_unilateral_Vol.mm3,7.69,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_descendens_Vol.mm3,4.82,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.41,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_lateralis_Vol.mm3,2.32,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.16,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_medialis_Vol.mm3,6.72,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.36,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_superior_Vol.mm3,1.518,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tarsius spp.,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.759,Selected_collection,1,Matano__1986_TableI,1,Selected_collection: Matano__1986_TableI,1986
Tenrec ecaudatus,Amygdala_Vol.mm3,88.1,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Body_Mass.g,832,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Brain_Mass.mg,2570,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Bulbus_olfactorius_Vol.mm3,314,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Bulbus_olfactorius_accessorius_Vol.mm3,0.715,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Capsula_interna_Vol.mm3,13.2,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Cerebellar_nuclei_total_Vol.mm3,9.82,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tenrec ecaudatus,Cerebellum_Vol.mm3,309,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Complexus_centromedialis_Vol.mm3,39.9,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Complexus_corticobasolateralis_Vol.mm3,48.1,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Complexus_vestibularis_Vol.mm3,15.18,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Complexus_vestibularis_unilateral_Vol.mm3,7.59,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Corpus_geniculatum_laterale_Vol.mm3,1.46,Selected_collection,1,Stephan_etal_1984_Table1,1,Selected_collection: Stephan_etal_1984_Table1,1984
Tenrec ecaudatus,Corpus_pineal_Vol.mm3,0.48,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Tenrec ecaudatus,Corpus_subcommissurale_Vol.mm3,0.0112,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Tenrec ecaudatus,Corpus_subfornicale_Vol.mm3,0.124,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Tenrec ecaudatus,Diencephalon_Vol.mm3,153,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Epithalamus_Vol.mm3,2.7,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Hippocampus_Vol.mm3,146,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Hypothalamus_Vol.mm3,51.4,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Interpositus_cerebellar_nuclei_Vol.mm3,4.43,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tenrec ecaudatus,Lateral_cerebellar_nuclei_Vol.mm3,3.33,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tenrec ecaudatus,Lobus_piriformis_Vol.mm3,464,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Medial_cerebellar_nuclei_Vol.mm3,2.06,Selected_collection,1,Matano_etal_1985_a_Table1,1,Selected_collection: Matano_etal_1985_a_Table1,1985
Tenrec ecaudatus,Medulla_oblongata_Vol.mm3,313,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Mesencephalon_Vol.mm3,132,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Neocortex_Vol.mm3,270.9,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tenrec ecaudatus,Neocortex_grey_matter_Vol.mm3,235.4,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tenrec ecaudatus,Neocortex_lamina_1_Vol.mm3,72.81,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tenrec ecaudatus,Neocortex_laminae_2_6_Vol.mm3,162.5,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tenrec ecaudatus,Neocortex_white_matter_Vol.mm3,35.51,Selected_collection,1,Frahm_etal_1982_Table2,1,Selected_collection: Frahm_etal_1982_Table2,1982
Tenrec ecaudatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,8.9,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Nucleus_habenularis_medialis_Vol.mm3,0.988,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Tenrec ecaudatus,Nucleus_septalis_triangularis_Vol.mm3,0.704,Selected_collection,1,Stephan_etal_1981_TableXIV,1,Selected_collection: Stephan_etal_1981_TableXIV,1981
Tenrec ecaudatus,Nucleus_subthalamicus_Vol.mm3,0.481,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Nucleus_tractus_olfactorius_Vol.mm3,3.18,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Nucleus_vestibularis_descendens_Vol.mm3,4.7,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.35,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,2.66,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.33,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_medialis_Vol.mm3,5.36,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,2.68,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_superior_Vol.mm3,2.46,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.23,Selected_collection,1,Stephan_etal_1981_TableXII,1,Selected_collection: Stephan_etal_1981_TableXII,1981
Tenrec ecaudatus,Palaeocortex_Vol.mm3,364,Selected_collection,1,Stephan_etal_1981_TableX,1,Selected_collection: Stephan_etal_1981_TableX,1981
Tenrec ecaudatus,Pallidum_Vol.mm3,11,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Schizo_cortex_Vol.mm3,76.5,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Septum_Vol.mm3,36.9,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Striatum_Vol.mm3,98.1,Selected_collection,1,Stephan_etal_1981_TableIV,1,Selected_collection: Stephan_etal_1981_TableIV,1981
Tenrec ecaudatus,Subthalamus_Vol.mm3,11.5,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Telencephalon_Vol.mm3,1407,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
Tenrec ecaudatus,Thalamus_Vol.mm3,62.1,Selected_collection,1,Stephan_etal_1981_TableVII,1,Selected_collection: Stephan_etal_1981_TableVII,1981
Tenrec ecaudatus,Total_brain_net_volume_Vol.mm3,2315,Selected_collection,1,Stephan_etal_1981_TableI,1,Selected_collection: Stephan_etal_1981_TableI,1981
