Species,Variable,Source,Cited_as,DOI_or_ISBN,Team,Year,source_Value,merged_Value,pct_diff_from_merged,role,n_rows_in_source,Teams,n_teams,n_sources,Year_used
Aotus trivirgatus,Trigeminal_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,1.72,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Aotus trivirgatus,Trigeminal_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,0.86,0.86,0,sole source,1,Sherwood,1,1,2005
Aotus trivirgatus,Ventricles_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,105,105,0,sole source,1,Stephan_collection,1,1,1981
Aplodontia rufa,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,1860,1860,0,sole source,1,Bush,1,1,2004
Aplodontia rufa,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,1480,1480,0,sole source,1,Bush,1,1,2004
Aplodontia rufa,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,380,380,0,sole source,1,Bush,1,1,2004
Aplodontia rufa,Total_brain_net_volume_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,5600,5600,0,sole source,1,Bush,1,1,2004
Atelerix algirus,Body_Mass.g,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,790,790,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Atelerix algirus,Brain_Mass.mg,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,3200,3200,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Atelerix algirus,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,285,285,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,1.93,1.93,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Cerebellum_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,358,358,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.297,0.297,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.0222,0.0222,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.0621,0.0621,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Diencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,246,246,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Hippocampus_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,227,227,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,459,459,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,336,336,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,153,153,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Neocortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,500,500,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,0.93,0.93,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXIV,Stephan et al. (1981) Table XIV,10.1159/000155963,Stephan_collection,1981,1.18,1.18,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table4,Stephan et al. (1970) TABLE 4,ISBN:0390672505,Stephan_collection,1970,504,504,0,sole source,1,Stephan_collection,1,1,1970
Atelerix algirus,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,109,109,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Septum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,42.9,42.9,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Striatum_Vol.mm3,Stephan_etal_1981_TableIV,Stephan et al. (1981) Table IV,10.1159/000155963,Stephan_collection,1981,140,140,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Telencephalon_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,1766,1766,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,2859,2859,0,sole source,1,Stephan_collection,1,1,1981
Atelerix algirus,Ventricles_Vol.mm3,Stephan_etal_1981_TableI,Stephan et al. (1981) Table I,10.1159/000155963,Stephan_collection,1981,121,121,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Agranular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,270,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Ateles geoffroyi,Agranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,135,135,0,sole source,1,Zilles,1,1,2013
Ateles geoffroyi,Area_striata_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,4738,4738,0,sole source,1,Stephan_collection,1,1,1984
Ateles geoffroyi,Area_striata_grey_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,3753,3753,0,sole source,1,Stephan_collection,1,1,1984
Ateles geoffroyi,Area_striata_white_matter_Vol.mm3,Frahm_etal_1984_Table1,Frahm et al. (1984) Table 1,PMID:6501869,Stephan_collection,1984,985,985,0,sole source,1,Stephan_collection,1,1,1984
Ateles geoffroyi,Body_Mass.g,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,8000,8000,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Ateles geoffroyi,Brain_Mass.mg,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,108000,108000,0,reference table used (mass rule: other sources not averaged in),1,Stephan_collection,1,1,1981
Ateles geoffroyi,Bulbus_olfactorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,90.4,90.4,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Bulbus_olfactorius_accessorius_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,2.19,2.19,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Capsula_interna_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,570,570,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Cerebellum_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,12438,12438,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Complexus_vestibularis_Vol.mm3,NA,NA,NA,NA,NA,NA,99.4,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Ateles geoffroyi,Complexus_vestibularis_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,49.7,49.7,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Corpus_geniculatum_laterale_Vol.mm3,Stephan_etal_1981_TableIX,Stephan et al. (1981) Table IX,10.1159/000155963,Stephan_collection,1981,151,151,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Corpus_pineal_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,3.1,3.1,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Corpus_subcommissurale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.608,0.608,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Corpus_subfornicale_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,0.443,0.443,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Diencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,5334,5334,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Dysgranular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,362,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Ateles geoffroyi,Dysgranular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,181,181,0,sole source,1,Zilles,1,1,2013
Ateles geoffroyi,Epithalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,30.5,30.5,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Facial_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,3.3,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Ateles geoffroyi,Facial_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1.65,1.65,0,sole source,1,Sherwood,1,1,2005
Ateles geoffroyi,Granular_insular_cortex_Vol.mm3,NA,NA,NA,NA,NA,NA,200,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Ateles geoffroyi,Granular_insular_cortex_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,100,100,0,sole source,1,Zilles,1,1,2013
Ateles geoffroyi,Hippocampus_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,1366,1366,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Hypoglossal_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,3.56,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Ateles geoffroyi,Hypoglossal_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1.78,1.78,0,sole source,1,Sherwood,1,1,2005
Ateles geoffroyi,Hypothalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,629,629,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Insula_Vol.mm3,NA,NA,NA,NA,NA,NA,832,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Zilles,1,NA,NA
Ateles geoffroyi,Insula_left_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,416,416,0,sole source,1,Zilles,1,1,2013
Ateles geoffroyi,Lobus_piriformis_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,1625,1625,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Medulla_oblongata_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1833.67,1833.835,-0.01,averaged into the merged value,1,Sherwood; Stephan_collection,2,2,2005
Ateles geoffroyi,Medulla_oblongata_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,1834,1833.835,0.01,averaged into the merged value,1,Sherwood; Stephan_collection,2,2,2005
Ateles geoffroyi,Mesencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,1482,1482,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Neocortex_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,70856,70856,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_habenularis_medialis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,7.29,7.29,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_septalis_triangularis_Vol.mm3,Stephan_etal_1981_TableXVI,Stephan et al. (1981) Table XVI,10.1159/000155963,Stephan_collection,1981,3.18,3.18,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_subthalamicus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,52.8,52.8,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_vestibularis_descendens_Vol.mm3,NA,NA,NA,NA,NA,NA,23.8,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Ateles geoffroyi,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,11.9,11.9,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_vestibularis_lateralis_Vol.mm3,NA,NA,NA,NA,NA,NA,13.62,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Ateles geoffroyi,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,6.81,6.81,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_vestibularis_medialis_Vol.mm3,NA,NA,NA,NA,NA,NA,47.6,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Ateles geoffroyi,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,23.8,23.8,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Nucleus_vestibularis_superior_Vol.mm3,NA,NA,NA,NA,NA,NA,14.4,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Stephan_collection,1,NA,NA
Ateles geoffroyi,Nucleus_vestibularis_superior_unilateral_Vol.mm3,Stephan_etal_1981_TableXIII,Stephan et al. (1981) Table XIII,10.1159/000155963,Stephan_collection,1981,7.2,7.2,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Palaeocortex_plus_amygdala_Vol.mm3,Stephan_etal_1970_Table6,Stephan et al. (1970) TABLE 6,ISBN:0390672505,Stephan_collection,1970,1625,1625,0,sole source,1,Stephan_collection,1,1,1970
Ateles geoffroyi,Pallidum_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,807,807,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Schizo_cortex_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,732,732,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Septum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,324,324,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Striatum_Vol.mm3,Stephan_etal_1981_TableVI,Stephan et al. (1981) Table VI,10.1159/000155963,Stephan_collection,1981,4950,4950,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Subthalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,860,860,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Telencephalon_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,79946,79946,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Thalamus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,2930,2930,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Total_brain_net_volume_Vol.mm3,Bauernfeind_etal_2013_Table1,Bauernfeind et al. (2013) Table 1,10.1016/j.jhevol.2012.12.003,Zilles,2013,102700,101867,0.82,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2013
Ateles geoffroyi,Total_brain_net_volume_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,101034,101867,-0.82,averaged into the merged value,1,Stephan_collection; Zilles,2,2,2013
Ateles geoffroyi,Tractus_opticus_Vol.mm3,Stephan_etal_1981_TableVIII,Stephan et al. (1981) Table VIII,10.1159/000155963,Stephan_collection,1981,204,204,0,sole source,1,Stephan_collection,1,1,1981
Ateles geoffroyi,Trigeminal_motor_nucleus_Vol.mm3,NA,NA,NA,NA,NA,NA,3.6,NA,"derived both-hemisphere value (step 7: left+right, or 2x a one-side measurement); cite this source for the one-side figure",NA,Sherwood,1,NA,NA
Ateles geoffroyi,Trigeminal_motor_nucleus_left_Vol.mm3,Sherwood_etal_2005_Table1,Sherwood et al. (2005) Table 1,10.1016/j.jhevol.2004.10.003,Sherwood,2005,1.8,1.8,0,sole source,1,Sherwood,1,1,2005
Ateles geoffroyi,Ventricles_Vol.mm3,Stephan_etal_1981_TableIII,Stephan et al. (1981) Table III,10.1159/000155963,Stephan_collection,1981,1389,1389,0,sole source,1,Stephan_collection,1,1,1981
Ateles paniscus,CerebellarHemisphere_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,7300,7300,0,sole source,1,Zilles,1,1,2003
Ateles paniscus,CerebellarVermis_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,3033.33333333333,3033.33333333333,0,sole source,1,Zilles,1,1,2003
Ateles paniscus,Cerebellum_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,10366.6666666667,10366.6666666667,0,sole source,1,Zilles,1,1,2003
Ateles paniscus,Total_brain_net_volume_Vol.mm3,MacLeod_etal_2003_Table2,MacLeod et al. (2003) Table 2,10.1016/s0047-2484(03)00028-9,Zilles,2003,90700,90700,0,sole source,1,Zilles,1,1,2003
Ateles sp.,Area_striata_grey_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,3130,3130,0,sole source,1,Bush,1,1,2004
Ateles sp.,Corpus_geniculatum_laterale_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,120,120,0,sole source,1,Bush,1,1,2004
Ateles sp.,Neocortex_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,48880,48880,0,sole source,1,Bush,1,1,2004
Ateles sp.,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,30930,30930,0,averaged into the merged value,1,Bush,1,2,2004
Ateles sp.,Neocortex_grey_matter_Vol.mm3,Bush_Allman_2004_b_TABLE1,Bush & Allman (2004) TABLE 1,10.1002/ar.a.20114,Bush,2004,30930,30930,0,averaged into the merged value,1,Bush,1,2,2004
Ateles sp.,Neocortex_white_matter_Vol.mm3,Bush_Allman_2004_a_Table2,Bush & Allman (2004) Table 2,10.1073/pnas.0305760101,Bush,2004,17950,17950,0,averaged into the merged value,1,Bush,1,2,2004
