Species,Species_printed,Standardized_Term,Value,Units,source,team,ref,species_confidence,dependency_group
Zapus princeps,Zapus princeps,Torpor_bout_max_h,650,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Cheirogaleus crossleyi,Cheirogaleus crossleyi,Torpor_bout_max_h,168,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Cheirogaleus medius,Cheirogaleus medius,Torpor_bout_max_h,1680,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Galago moholi,Galago moholi,Torpor_bout_max_h,6.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Microcebus griseorufus,Microcebus griseorufus,Torpor_bout_max_h,1848,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Microcebus murinus,Microcebus murinus,Torpor_bout_max_h,17.6,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Microcebus myoxinus,Microcebus myoxinus,Torpor_bout_max_h,19.2,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Microcebus ravelobensis,Microcebus ravelobensis,Torpor_bout_max_h,7,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Mephitis mephitis,Mephitis mephitis,Torpor_bout_max_h,20,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Taxidea taxus,Taxidea taxus,Torpor_bout_max_h,22,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Eptesicus fuscus,Eptesicus fuscus,Torpor_bout_max_h,600,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Glossophaga soricina,Glossophaga soricina,Torpor_bout_max_h,17.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Hipposideros terasensis,Hipposideros terasensis,Torpor_bout_max_h,456,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Lasiurus borealis,Lasiurus borealis,Torpor_bout_max_h,260,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Lasiurus cinereus,Lasiurus cinereus,Torpor_bout_max_h,135,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Macroglossus minimus,Macroglossus minimus,Torpor_bout_max_h,9.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Miniopterus schreibersii,Miniopterus schreibersii,Torpor_bout_max_h,288,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Myotis adversus,Myotis adversus,Torpor_bout_max_h,192,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Myotis lucifugus,Myotis lucifugus,Torpor_bout_max_h,1152,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Myotis myotis,Myotis myotis,Torpor_bout_max_h,2352,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Myotis nattereri,Myotis nattereri,Torpor_bout_max_h,490,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Nyctophilus bifax,Nyctophilus bifax,Torpor_bout_max_h,129,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Nyctophilus geoffroyi,Nyctophilus geoffroyi,Torpor_bout_max_h,362,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Nyctophilus gouldi,Nyctophilus gouldi,Torpor_bout_max_h,259,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Pipistrellus subflavus,Pipistrellus subflavus,Torpor_bout_max_h,1800,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Torpor_bout_max_h,432,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Rhinolophus hipposideros,Rhinolophus hipposideros,Torpor_bout_max_h,2064,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Scotophilus dinganii,Scotophilus dinganii,Torpor_bout_max_h,19,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Scotophilus mhlanganii,Scotophilus mhlanganii,Torpor_bout_max_h,18.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Syconycteris australis,Syconycteris australis,Torpor_bout_max_h,8.2,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Tadarida aegyptiaca,Tadarida aegyptiaca,Torpor_bout_max_h,228,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Tadarida teniotis,Tadarida teniotis,Torpor_bout_max_h,192,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Atelerix algirus,Atelerix algirus,Torpor_bout_max_h,168,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Atelerix frontalis,Atelerix frontalis,Torpor_bout_max_h,116,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Crocidura russula,Crocidura russula,Torpor_bout_max_h,3,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Erinaceus europaeus,Erinaceus europaeus,Torpor_bout_max_h,288,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Sorex sinuosus,Sorex sinuosus,Torpor_bout_max_h,1,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Suncus etruscus,Suncus etruscus,Torpor_bout_max_h,7.6,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Zaedyus pichiy,Zaedyus pichiy,Torpor_bout_max_h,112,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Amblysomus hottentotus,Amblysomus hottentotus,Torpor_bout_max_h,96,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Echinops telfairi,Echinops telfairi,Torpor_bout_max_h,264,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Setifer setosus,Setifer setosus,Torpor_bout_max_h,3600,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Tenrec ecaudatus,Tenrec ecaudatus,Torpor_bout_max_h,6480,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Elephantulus edwardii,Elephantulus edwardii,Torpor_bout_max_h,44,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Elephantulus myurus,Elephantulus myurus,Torpor_bout_max_h,39,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Elephantulus rozeti,Elephantulus rozeti,Torpor_bout_max_h,20.1,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Elephantulus rupestris,Elephantulus rupestris,Torpor_bout_max_h,12,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Macroscelides proboscideus,Macroscelides proboscideus,Torpor_bout_max_h,18,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Acrobates pygmaeus,Acrobates pygmaeus,Torpor_bout_max_h,192,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Burramys parvus,Burramys parvus,Torpor_bout_max_h,480,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Cercartetus concinnus,Cercartetus concinnus,Torpor_bout_max_h,264,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Cercartetus lepidus,Cercartetus lepidus,Torpor_bout_max_h,144,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Cercartetus nanus,Cercartetus nanus,Torpor_bout_max_h,840,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Petaurus breviceps,Petaurus breviceps,Torpor_bout_max_h,23,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Tarsipes rostratus,Tarsipes rostratus,Torpor_bout_max_h,14.4,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Dromiciops gliroides,Dromiciops gliroides,Torpor_bout_max_h,144,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Antechinomys laniger,Antechinomys laniger,Torpor_bout_max_h,16,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Antechinus flavipes,Antechinus flavipes,Torpor_bout_max_h,5.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Antechinus stuartii,Antechinus stuartii,Torpor_bout_max_h,9,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Dasykaluta rosamondae,Dasykaluta rosamondae,Torpor_bout_max_h,16.4,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Dasyuroides byrnei,Dasyuroides byrnei,Torpor_bout_max_h,7.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Myrmecobius fasciatus,Myrmecobius fasciatus,Torpor_bout_max_h,15.3,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Ningaui yvonnae,Ningaui yvonnae,Torpor_bout_max_h,12.3,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Planigale gilesi,Planigale gilesi,Torpor_bout_max_h,15.3,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Planigale ingrami,Planigale ingrami,Torpor_bout_max_h,4,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Planigale maculata,Planigale maculata,Torpor_bout_max_h,1.8,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Planigale tenuirostris,Planigale tenuirostris,Torpor_bout_max_h,4,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Pseudantechinus macdonnellensis,Pseudantechinus macdonnellensis,Torpor_bout_max_h,14.3,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Sminthopsis crassicaudata,Sminthopsis crassicaudata,Torpor_bout_max_h,19.5,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Sminthopsis douglasi,Sminthopsis douglasi,Torpor_bout_max_h,8.8,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Sminthopsis macroura,Sminthopsis macroura,Torpor_bout_max_h,25.9,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Sminthopsis murina,Sminthopsis murina,Torpor_bout_max_h,8,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Marmosa microtarsus,Marmosa microtarsus,Torpor_bout_max_h,9,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
Thylamys elegans,Thylamys elegans,Torpor_bout_max_h,20,hours,Ruf_Geiser_2015_Table1,RufGeiser_2015,Table,high,torpor
